Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
75980,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76001,,,,1,,,1,,,1,,,,1,2,,2,1,2,,8,,8,,,,,,,2,,,3,,,,,,1,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,10,,,,,,,,,27,8,4,15,,,1,,1,,,,,,,,,,,102
76002,,,,1,,,,,,2,1,,1,,,,,,,,5,,9,2,,,,,,1,,1,3,2,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,,,,4,,,1,,1,2,,,36,3,2,11,,,4,,1,,1,,,,,,,,,99
76005,,,,,,,1,,,,,,,1,1,1,,,1,,2,,2,2,,,,,,,,,1,1,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,5,1,,,,1,,,,39,17,3,27,,,1,,3,,,,,,1,,,,,115
76006,,,,,,,1,,,2,,,,3,2,,,,,,2,,7,3,,,,,,1,1,,3,3,,,,,2,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,4,,,,,1,,,,31,11,4,9,,1,1,,,,1,,1,,,,,,,96
76008,3,,,,,1,,,,,,,,1,,2,1,,,,2,1,8,7,,,,1,,,,,3,1,,,1,,4,,,,,,2,2,,,1,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,40,21,5,20,,,4,,,1,2,,,,1,,3,,,142
76009,,,,,,,,,,1,,,,,1,,,,,,3,,4,,,,,1,,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,6,2,2,1,,,,,,,,,,,,,,,,28
76010,,,,,,,,,,,,,3,,1,,,,,,1,1,2,2,,,,,,1,,,1,,,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,3,,,,,1,,,,15,7,3,5,,,3,,,,,,,,,,,,,54
76011,,,,,,,,,,,2,,,,,,,,,,1,,9,,,,,,,1,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,13,6,4,2,,,,,,,,,,,,,,,,43
76012,1,,,,,,,,,,5,,4,3,1,1,2,1,1,1,4,1,8,,,,,2,,3,,,6,1,,,,,3,,,,,,,3,,2,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,34,17,5,10,,,4,,1,1,2,,,,,1,1,,,135
76013,,,,,,,,,,,1,,1,4,,,2,,,,9,2,5,1,,,,3,,2,,1,2,1,,,,,1,,,,,,,1,,,2,,,1,,,,,,1,,,,,,,1,,,3,1,,1,,1,,,,23,6,4,9,,,2,,1,,1,,,,1,,,,,94
76014,,,,,,,,,,,,,,2,,,,,,,5,,4,,,,,,,1,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,12,2,1,3,,1,1,,,,,,,,,,,,,36
76015,,,,,,1,,,,,,,,,1,,,,,,3,,2,1,,,,2,,1,,,1,2,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,10,,1,4,,,1,,,,,,,,,,,,,38
76016,1,,,1,,,,,,2,2,,,3,,1,1,,,,6,1,17,1,,,,4,,1,,,5,2,,,,,,,,,,1,,,,2,,,,,,,,1,,,,,,,,,,,,8,,,,,4,1,,,32,25,5,18,,,7,,1,1,1,,,,1,,1,,,157
76017,1,,,1,,,,,,3,,,1,1,1,,2,,1,,3,,13,4,,,1,2,,5,,,5,3,,,,,2,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,7,,,,1,2,,,,31,12,5,8,,,3,,1,1,,,,,,,,,,123
76018,,,,,,,,,,,1,,,1,1,,,,,,2,,10,3,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,22,6,2,8,,,1,,,,,,,,,,,,,65
76019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76020,,,,,,,,,,,,,,4,,,1,,,,,,6,1,,,,1,,,,,3,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,9,5,4,5,,,2,,,,,,,,,,,,,47
76021,,,,1,,1,,,,2,2,,1,4,,,1,,,,9,1,16,3,,,,2,,2,,1,1,,,,,,2,,,,,,,2,,,1,1,,,,,,,,,,,,,,,1,,,14,,,,,,1,,,47,13,4,20,,1,2,,2,,1,,,,,1,,,,160
76022,,,,,,,,,,,1,,,,,,2,,,,1,,6,,,,,1,,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,5,,,,,,,,,5,1,,,,,2,,,,,,,,,,,,,28
76023,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,9
76025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
76028,1,,,,,,,,,2,2,,3,2,3,,,,,,5,,13,4,,,,3,,2,1,,5,3,,1,1,,4,,,,,,,4,1,1,1,,,,,3,,,,2,,1,,,1,,1,1,,7,,1,,1,1,,,,77,19,11,19,,1,5,,,1,1,,1,,,1,1,,,218
76031,,,,,,,,,,,,,1,,,,1,,,,,,2,,,,,1,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,2,1,1,2,,,1,,,,,,,,,,,,,18
76033,,,,,,,,,,1,,,,2,,,,,,,,,4,1,,,,,,1,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,8,5,,1,,,,,,,,,,,,,1,,,29
76034,,,,2,1,4,,,,1,6,1,3,5,2,,8,,,,6,,11,2,,,,2,,6,,,5,5,,,,,6,,,,,,,13,,1,,,,,1,,,1,,,,,,,1,1,,1,,8,,,2,2,11,,,,125,82,47,59,,,2,,1,,,,,,,,1,,,435
76035,,,,,,,,,,,,,,,,,,,,,1,,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,7
76036,,,,,,,,,,,1,,,1,,,1,,,,2,,11,,,,,2,,1,,,5,1,,,1,,1,,,,,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,,,1,,,,22,8,3,12,,,3,,,,,,,,2,,,,,86
76039,,,,,,,,,,2,,1,3,3,,,1,,1,,7,3,9,3,,,,,,4,,,8,2,,,,,1,,,,,1,,4,,,,,,,,1,,,,,,,,,,1,,,,10,,,,,,,,,53,15,4,22,,1,3,,1,1,1,,,,1,,,,,167
76040,1,,,,,,,,,1,,,,2,4,,,1,,,3,,9,3,,,,1,,5,,,2,,,,,,3,,,,,,,,,,1,,,1,,1,,1,,,,,,,,,,1,,5,,,,1,,1,,,34,3,,12,,,2,,,,1,,,,,,,,,99
76043,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,1,1,1,,1,,,,,,,,,,,,,,15
76044,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,2,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,2,,3,,,,,,,,,,,,,1,,,18
76048,,1,,1,,,1,,,,1,,,1,,,,,1,,2,,5,2,,,,,,2,,,5,1,,,,,1,,,,,,1,3,,1,,,,,,1,,,,,,,,,,,,,,1,,,1,,2,,,,10,6,1,6,,,1,,,,,,,,,,,,,58
76049,2,,,,,,,,,1,,,1,2,,1,4,,1,,2,,4,2,,,,2,,1,,,4,2,,,,,2,,,,,1,,2,,,,,,,,2,,,,1,,,,,1,,,,,3,,,,,,2,,,19,9,4,12,,,2,,,,,,,,,,2,,,91
76050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,,,1,,,,,,,,,,,,,9
76051,2,,,5,,1,1,,,3,2,,4,5,1,3,4,1,2,,28,,30,2,,,,3,,4,2,,13,6,,,,,2,1,,1,,,,3,,1,,,,,,2,,,,,,,,,,1,,,,18,,,4,3,,1,,2,115,41,17,47,1,3,5,,3,,6,,,1,1,,3,,,404
76052,,,,,,,1,,,1,3,,,4,,1,1,,2,,,,16,3,,,,3,,2,,,9,6,,,,,1,,1,,,,,5,,,,,,1,,,,,,,,,,,1,1,,,,4,,,1,,1,1,,,40,16,2,22,,1,1,,2,1,4,,,,,,1,,,159
76053,,,,,,1,,,,,1,,1,3,,,,,,,4,,6,1,,,,5,,,,,1,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,1,,5,,,,,1,,,,12,7,,5,,,2,,,,1,,,,,,,,,61
76054,,,,,,,,,,1,,,1,3,,,,,,,5,,5,,,,,1,,2,,1,2,1,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,19,7,2,8,,,,,,,,,,,1,1,,,,71
76055,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,5
76058,,,,,,,,,,,,,,,,,,,,,1,,8,1,,,,,,1,,,4,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,8,2,,1,,,,,,,,,,,,,,,,29
76059,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,5
76060,,,,,,1,,,,1,,,,,,,1,,,1,2,,2,,,,,1,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6,7,2,5,,,1,,,,1,,,,,,1,,,36
76061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
76062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76063,,,,1,,2,1,,,1,3,,1,4,3,,4,1,1,,5,1,15,2,,,,1,1,4,,,12,10,,,1,,4,,,,,,,1,1,,,1,,1,,2,,,3,,,,,,1,,,1,,10,,,,1,5,,,,76,30,22,43,,,4,,2,1,3,2,,,2,,5,,,295
76064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
76065,,,,,,,,,,3,4,,,1,2,1,,,,,7,1,8,2,,,,,,2,1,,7,1,,,,,2,,,,,,,7,,1,,1,,1,,,,,,,,,,,,,,2,,9,,,2,1,1,,,,36,18,11,13,,,7,,2,,4,1,,,,,,,,159
76066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
76067,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,1,,3,,,,,,,,,,,,,,,,11
76068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
76070,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
76071,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,6
76073,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,2,,,,,,1,,,,,,,,,,,,,7
76078,,,,,,,,,,,,,,,,,,,,,1,,1,2,,,,1,,1,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,16
76082,,,,,,,,,,,1,,,1,1,,,,,1,1,,5,1,,,,,,1,,,2,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,5,2,1,,,1,1,,,,,,,,,,,,,28
76084,,,,,,,,,,,,,1,,,,,,,,2,,2,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,9,4,,3,,,,,,,,,,,,,,,,29
76085,,,,,,,,,,,,,,,1,1,,,,,1,,4,,,,,1,,,,,2,,,,,,,,,,,,,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,6,3,,3,,,2,,,,,,,,,,,,,30
76086,,,,,,,,,,,,,,,,,1,,1,,1,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,4,,,,,,,,,5,2,1,1,,,1,,,,,,,,,,,,,22
76087,,1,,,,,,,,,2,,,2,,1,,1,1,,2,,6,4,,,,1,,,,,3,1,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,5,,2,1,,,13,9,5,14,,1,4,,,,1,,,,,,1,,,87
76088,1,,,,,,,,,1,,,,,,,,,1,,3,,8,1,,,,,,1,,,2,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,6,4,,3,,,2,,,,,,,,,1,,,,38
76089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76092,2,,,13,,3,3,,1,4,8,,3,8,7,2,14,,1,,7,,19,9,,,,1,1,3,,,5,14,,,,,5,,,,,,1,9,,,,,,,,7,,1,1,,1,,,,1,,,2,,13,1,,10,10,29,,,,216,160,84,98,,3,9,,,2,1,,,,,1,6,,,799
76093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
76095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76096,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86
76102,,,,2,,1,,,,,3,,,2,1,,1,,,,4,,1,,,,,,,1,,,1,2,,,,,,,,,,,1,11,,,,,,,,1,,,1,,,,,,,,,,4,2,,,3,,10,3,,,38,23,11,19,,1,1,,,,,1,,,,,2,,,151
76103,1,,,,,,,,,,,,,1,,1,,,,,2,,2,,,,,1,,,,,3,,,,,,2,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,4,2,1,2,,,,,,,1,,,,,,,,,28
76104,,,,,,,1,,,,1,,,2,,,,,1,,1,,3,1,,,,,,1,,,1,1,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,4,,,1,,1,,,,16,4,2,6,,,1,,,,,,,,1,,,,,52
76105,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,5
76106,,,,,,,,,,,,,,1,,1,,1,,,,,2,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,1,,,2,,,,,,,,,,,,,16
76107,,,,,,,,,,2,5,,8,3,3,1,5,1,,,9,,7,1,,,,1,,,1,,3,,,,,,1,,,,,,,3,,,,,,,,2,,,1,,,,,,2,1,,,,5,,,1,1,4,1,,,61,38,12,28,,1,2,,,,1,,,,,1,1,,,217
76108,,,,1,,,,,,,,,2,1,1,,2,,,,1,,8,2,,,,1,1,1,,1,6,2,,,1,,1,,,,,,1,3,,,,,,,,1,,,,,,1,,,,1,,2,,6,,,,1,2,1,,,38,13,2,19,,,6,,1,,,,,,,1,,,,131
76109,,,,2,,1,,,,2,2,,,1,1,1,6,,,,1,,5,4,,,,,,,1,,2,1,,,,,3,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,2,1,,,,2,,,1,67,32,8,24,,1,2,,1,,1,,,,,,4,,,182
76110,1,,,,,,,,,1,2,,1,,,,2,,,,1,,1,2,,,,,,1,,,1,1,,,1,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,13,7,2,8,,,2,,1,,2,,,,1,2,3,,,63
76111,,,,,,,,,,,1,,1,,,,,,,,6,,3,1,,,,1,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,4,,,,,,,,,12,2,3,3,,,,,,,,,,,,,,,,43
76112,,,,1,,,,,,,3,,1,1,,,1,,,,3,,8,3,,,,1,,,,,3,2,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,2,,,,5,,,,,,1,,,16,1,1,3,,,2,,,,,,,,,,,,,63
76114,,,,1,,,,,,1,,,,3,1,,,,,,,,1,,,,,3,,,,,3,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,1,1,,,,9,8,1,6,,,1,,1,,1,,,,,,,,,46
76115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,8
76116,1,,,1,,,,,,1,1,,2,,1,,4,,,,7,,12,2,,,,3,,2,,,4,2,,1,,1,,,,,,,,1,,,,,1,,,3,,,1,,,,,,,2,,1,,7,,,2,,1,,,,29,11,7,15,,,2,1,1,,,,,,1,,1,,,132
76117,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,2,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,4,,,,,,,,,7,2,2,2,,,,,,,,,,,,,,,,26
76118,,,,,,,,,,,1,,,,1,1,2,1,,,2,,11,2,,,,,,1,,,2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,22,4,,4,,,1,,,,,,,,,,,,,59
76119,,,,,,,,,,,1,,1,,2,,,,,,,,2,,,,,,,2,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,17
76120,,,,,,,,,,1,,1,,,3,,,,,,,,3,,,,,,,,,,1,1,,,,,1,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,3,,,1,1,,,,,18,4,,8,,1,,,1,,,,,,,,,,,51
76123,1,,,,,,,,,3,,1,,2,,,3,1,,,6,,11,2,,,,1,,,,1,3,1,,,,,1,,,,,,,2,,,,,1,,,1,,,,,,,,,,,1,,,5,,,,1,1,,,,45,10,4,11,,,2,,,,2,,,,,,,,,123
76126,1,,,1,,,1,,,1,2,1,1,1,,2,2,,,,2,,3,1,,,,1,,2,,,3,3,,1,,,1,,,,,2,3,2,,,,,,,,,,,,,,,,,,1,1,2,,3,,,,2,5,,,,38,23,12,26,,1,,,,,1,,,,,1,2,,,155
76127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
76129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
76131,,,,3,,,,,,4,5,,1,1,,1,2,1,,,5,,9,3,,,,2,,6,,,5,2,,,,,1,,,,,,,3,1,1,,,,,,1,,,1,2,,2,,,,,,,,14,1,,,,1,,,,71,15,2,26,,1,6,,,1,,,,,,,1,,,201
76132,,,,2,,,,,,3,1,,1,2,,,6,,,,2,1,7,1,,,,,,,,,5,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,1,,,1,,6,1,,1,1,3,,,1,30,21,10,20,,,3,,1,1,,,,,1,1,1,,,140
76133,,,,,,,,,,,,,1,4,1,1,,,,,9,,19,3,,,,,,3,,1,5,1,,,1,,,,,,,1,,1,,3,,,1,1,,1,,,,,,,,,,1,1,,,9,,,,,,2,,,23,8,,6,,2,5,,,1,,,,,,,,,,115
76134,,,,,,,,,,,,,,,,,,,,,2,,5,2,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5,4,2,1,,,,,,,,,,,,,,,,28
76135,,,,1,,,,,,1,,,1,,,,1,,,,3,1,4,2,,,,1,,,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,13,4,,8,,2,,,,,,,,,1,,,,,52
76137,,,,1,,,,,,1,1,,,2,1,1,1,,1,,6,,15,5,,,,2,,2,,1,6,2,,,,,4,1,,,,,,3,1,3,1,,,,,,,,1,,,,,,,,,2,,9,,,,1,,1,,,47,12,6,20,,,4,,2,,3,,,,,,1,,,170
76140,,,,,,,,,,1,1,1,1,2,,,1,,1,,1,,1,1,,,,,,,,,3,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,7,4,,3,,,1,,,,1,,,,,,,,,37
76148,,,,,,,,,,,,,1,1,,,,,1,1,2,,3,1,,,,1,,3,,,1,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,,,1,,,1,,,13,3,,1,,2,,,,,,,,,,,,,,41
76151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
76155,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,3,1,,,,,,,,,,,,,,,,,,9
76161,,,,,,,,,,,,,,,,,,,,,1,,,13,,,,3,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,76
76164,,,,,,,,,,,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,10
76177,,,,2,,,,,,,2,,2,1,,,,,1,,3,,10,2,,,,2,,1,,1,3,3,,,,,1,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,38,12,4,8,,,1,,,,,,,,1,,1,,,104
76179,,,,,,,,,,2,3,,1,1,,,2,1,1,,9,1,12,,,,,3,,5,,,10,2,,,1,,4,,,1,,,,7,,2,2,,,,,,,,,,,,,,,,,1,,11,,,,1,1,,,,68,24,8,28,,3,6,,1,,3,,,,2,3,2,,,232
76180,1,,,1,,,1,,,,,,1,1,,1,,,,1,4,,11,1,,,,,,5,,,3,,,,1,,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,1,,,,,2,,,,34,3,1,17,,1,3,,,,,,,,,1,,,,101
76182,1,,,,,,1,,,1,4,,1,,2,1,1,1,,,5,1,13,3,,,,,,2,,,5,2,,,,,3,,,,,,,2,,,2,,,,1,,,,,,,,,,,,1,2,,6,,,1,2,,1,,,44,14,5,11,,,4,,,,3,,2,,,1,3,,,152
76185,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2
76196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76201,,,,,,,,,,,,,,,,,,,,,1,,4,1,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,5,,,,,,,,,6,3,1,3,,2,3,,,,1,,,,,,,,,38
76205,,,,,,,,,,,,,1,,1,,1,,,,4,,1,2,,,,,,,,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,7,,,,,2,,,,9,4,1,5,,,1,,,,,,,,1,,,,,45
76207,,,,1,,1,,,,1,2,,1,2,,1,1,,,,4,,6,2,,,,1,,1,,,4,,,,,,1,,,,,,,1,,,2,,,,,,,,,,1,,,,,1,,1,,6,,,,1,,,,,13,4,3,8,,1,1,,,1,,2,,,1,1,4,,,81
