Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
78411,,,,,,,,,,,1,,,,,,,,,,1,,2,1,,,,,,1,,,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,13,3,1,4,,,,,,,,,,,,1,,,,35
78412,,,,,,,,,,,1,,,1,1,1,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,12,4,3,3,,,4,,,,1,,,,,,,,,41
78413,,,,1,,,,,,1,,,1,2,,,,,,,1,,4,4,,,,2,1,1,,,2,,,,,,2,,,,,,,1,,1,3,,,,,,,,,,,,,,,,,,,3,,,4,,,,,,17,5,5,5,,,2,,,,1,,,,,,,,,69
78414,,,,,,,1,,,3,,,,3,,,4,,1,,1,1,8,5,,,,2,,,,,4,2,,,,,2,,1,,,,,3,,1,,,,,,,,,,,,,,,,,,3,,4,,,,,,,,,34,8,2,23,,,2,,,,1,,,,,,1,,,120
78415,,,,,,,,,,,,,,1,,1,,,,,2,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,5,4,,4,,,,,1,1,1,,,,,,,,,25
78416,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
78417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78418,1,,,,,,,,,,,,1,,,1,,,1,,4,,5,3,,,,,,2,,,,,,,,,,,,1,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,32,8,2,14,,,3,,1,,,,,,,,1,,,85
78466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2
78501,,,,,,1,,,,,3,,,,2,,,,1,,2,,3,2,,,,,,1,,,1,3,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,23,5,5,17,,,4,,1,,,,,,,,1,,,81
78502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78503,,,,1,,,,,,,2,,,,2,,1,,,,,,1,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,,,21,6,3,10,,1,,,,,1,,,,,,1,,,60
78504,,,,3,,,,,,1,1,,4,2,4,1,2,,1,,1,,9,6,,,,,,,,,1,,,,1,,3,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,4,,,1,1,2,1,,,56,13,9,42,,1,3,,1,,,,,,1,1,1,,,182
78516,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,1,,1,2,,,,,,,,,,,,,18
78520,,,,,,1,,,,,1,,,1,,,2,,,,1,,3,1,,,,,,1,,,1,1,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,29,,2,13,,,1,,,,1,,,,,,1,,,67
78521,,,,,,,,,,1,2,,,,,,2,,,,3,,5,2,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,37,8,,5,,,2,,,,,,,,,,2,,,75
78523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78525,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78526,1,,,,,,,,,2,,,1,,,,,1,,,5,1,4,1,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,1,,4,,,1,1,,,,,57,7,3,14,,,4,,,,,,,,,,1,,,113
78537,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,8,,,,,,2,,,,,,,,,,,,,18
78538,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,7
78539,,,,,,1,,,,,,1,1,,,,1,1,,,3,,6,1,,,,,,2,,,,1,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,24,8,3,20,,,2,,1,,,,,,,,3,,,84
78540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78541,,,,1,,,,,,,,,1,,,,,,,,1,,2,1,,,,,,1,,,,1,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,11,1,1,7,,,1,,,,,,,,,,,,,34
78542,,,,1,,,,,,,,1,,1,,,2,,,,2,,5,1,,,,,,2,,,1,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,13,4,1,6,,1,1,,,,,,,,,,1,,,48
78543,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78550,,,,1,,1,,,,,,,,,1,,,,,,,,2,2,,,,,,1,,,,2,,,,,,,,,,,,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,19,7,2,8,,,1,,,,,,,,,,,,,53
78552,,,,1,,1,,,,,,,,5,1,,,,,,,,4,2,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,19,3,3,7,,,1,,2,,,,,,,,,,,55
78557,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,6
78559,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2,,,,,,,,,,,,,,1,,,13
78560,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,5
78566,1,,,,1,,,,,1,,,,,,,,,,,1,1,1,1,,,,,,1,,,,1,,,,,,,,,,1,,2,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,9,3,2,1,,,1,,,,,,,,,,,,,32
78569,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
78570,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,8
78572,,,,3,,1,3,,,4,2,,,2,2,,2,,,,5,1,9,4,,,,2,,1,1,,1,2,,,,,1,,,,,,1,2,,1,,,,,,,,,,,,,,,,,,1,,3,,,2,2,2,,,,60,11,15,23,,,4,,,,2,2,,,1,2,2,,,182
78573,,,,2,,,,,,1,1,,,1,,,,,,,,1,3,1,,,,2,,,,,,2,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,4,2,,,,,1,,1,,,,,,,,,45
78574,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,2,,,,,,2,,,,,,,,,,2,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,9,1,1,5,,,,,,,,,,,,,,,,28
78575,,,,,,,,,,,2,,,,1,,1,1,,,2,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,17,,,6,,,1,,1,,,,,,,,,,,37
78576,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4
78577,1,,,,,,1,,,2,,,,1,1,,,,,,,,5,1,,,,,,1,,,2,2,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,13,6,1,5,,,1,,,,1,,,,,,,,,49
78578,,,,,,,,,,,,,,1,,,1,1,,,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,10,3,2,5,,,,,,,,,,,,,,,,31
78580,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2
78582,,,,,,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,2,,,2,,,,,,,,,,,,,14
78583,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,6
78584,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,5
78586,,,,,,,,,,1,,,,,1,,,,,,1,,4,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,1,,4,,,1,,,,,,6,,2,5,,,1,,1,,,,,,,1,1,,,34
78588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78589,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,6,,,1,,,,,,,,,,,,,23
78592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
78593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,2
78594,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,2
78596,,,,,,,,,,,1,,,,2,,2,,2,,1,,2,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,3,,,,,1,1,,,21,6,3,2,,1,,,,,,,,,,,,,,52
78597,,,,,,,,,,1,,,,2,1,,1,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,2,1,,,1,,1,,,,,,,,,,,26
78599,,,,,,,,,,,2,,,,,,,,,,1,1,3,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,5,,,4,,,,,,,,,,,,,,,,20
78602,1,,,,,,,,,,,,,3,,2,1,,,,7,,8,1,,,,,,2,,,4,2,,,,,1,,,,,,,2,,1,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,20,7,2,16,,1,4,,,,1,,,,,1,,,,90
78605,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,8
78606,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,1,,3,,,1,,,,,,,,,1,,,,16
78607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2
78609,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2
78610,,,,2,,1,1,,,1,,,,4,2,,2,,,1,7,,20,4,,,,,,9,,1,11,7,,,,,2,,,,,,,8,,1,2,,,,,,,,,,,,,,2,,,,,16,1,,,,,,,,49,11,7,32,,,4,,1,1,2,,,,1,,,,,213
78611,,,,,,,,,,,,,,,,,1,,,,4,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,9,5,3,3,,1,3,,,,,,,,,,,,,33
78612,,,,,,,,,,1,,,,2,,,,,,,3,,3,1,,,,,,,,,1,1,,,,,,,1,,,,,2,,1,1,,,,,1,,,,,,,,,,,,1,,4,,,1,,,,,1,12,5,,4,,1,3,,,,1,,,,,1,,,,52
78613,3,,,7,1,1,1,,,8,6,,11,19,2,5,13,,1,,38,2,65,37,,,,5,,10,,2,9,10,,,,,9,,1,,,3,,11,,4,10,4,,2,,2,,,,,,,,,2,1,,2,,73,4,,5,1,3,,,1,322,101,55,142,,7,10,1,5,1,8,,1,,3,2,5,,,1057
78614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78615,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78616,,,,,,,,,,,,,,,,,,,,,1,,4,2,,,,1,,1,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,7,,,,,,,,,18,6,2,2,,1,,,1,,1,,,,,,,,,51
78617,,,,,,,,,,1,,,,,,,,,,,3,,5,1,,,,2,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,1,,,1,,,,,14,1,,2,,,1,,,,,,,,,,,,,38
78619,,,,1,,1,,,,,1,,1,1,,1,1,,1,,1,,3,3,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,4,,,,,2,,,,24,9,8,13,,,,1,,,,,,,2,,,,,83
78620,2,,,1,,,2,,,1,2,,2,5,,,4,,,,12,2,18,7,,,,,1,,,,4,1,,,,,5,,1,,,,,6,,,1,,,,,4,,,,1,,,,,1,,,,,12,,,1,,,,,,69,32,15,37,,1,5,,2,,3,,,,,3,3,,,266
78621,,,,,,,,,,,,,1,2,,,,,,,4,,9,,,,,2,,3,,,4,,,,,,1,,,,,,,2,,2,,,,2,,,,,,,,,,,,,,,,4,,,,1,,,,,8,2,,3,,,3,,1,1,1,,,,,,,,,56
78623,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,1,,,,,,,,1,,,,,8
78624,1,,,1,1,,,,,1,,,1,1,2,,,,,,2,,3,2,,,,,,3,,,3,6,,,1,1,1,,,,,,,1,,,,,,,1,1,,,,,,,,,,2,,,,3,,,,,,,,,13,9,7,8,,,2,,1,,1,,,,,,1,,,80
78625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78626,1,,,1,,,1,,,1,,,2,2,,1,1,,1,,7,,12,7,,,,,,3,,1,10,2,,,,,1,,1,,,,,5,,1,1,,,1,,,,,1,,,,,,1,,,1,,18,1,,,,1,,,,79,12,5,26,,4,10,,1,,4,,,,,1,1,,,229
78627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
78628,,,,2,,,1,,,3,6,,5,6,1,,4,1,,1,10,,15,17,,,,1,,2,,1,8,7,,,,,2,,,1,,1,,6,,,4,,,1,,3,1,,,,,,,,1,,,,,19,2,,1,,2,1,,2,134,36,12,57,,1,6,,2,,5,3,,,1,5,3,,,403
78629,,,,,,,,,,1,,,,,,,,,,,1,,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,3,2,,2,,,,,,,,,,,,,,,,16
78630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
78631,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78633,1,,,2,,,1,,,1,1,,1,5,,,1,,,,8,,12,3,,,,5,,2,,,7,3,,,1,,4,,,,,1,,1,,1,1,,1,,,4,,1,1,1,,1,,,3,,,,,8,2,,,,1,3,,,44,28,15,30,,,12,,2,,4,,,,,4,1,,,228
78634,,,,1,,,,,,1,4,,1,4,,,1,,,1,4,2,19,10,,,,2,,5,,1,5,3,,,,,3,,,,,,1,3,,2,4,,,,,,,,,,,,,,,,,1,,13,,,,,,,,1,52,9,6,20,,,3,,2,2,3,,,,,,1,,,190
78636,,,,,,,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,2,,,,,,,,,12
78638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,4
78639,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,3,1,3,2,,,1,,,,,,,,,,,,,19
78640,,,,,,,,,,3,,,3,3,,,1,,,1,10,2,25,4,,,,1,,4,,,12,3,,,,,1,,,,,,,5,,,2,,,,,,,,1,1,,,,,,,,2,,14,,,,,,,,1,48,6,5,10,1,,7,,,,3,,,,,1,,,,180
78641,2,1,,6,,3,3,,,9,9,2,3,11,,1,13,,1,,28,2,49,37,,,,3,,8,,2,22,9,,,1,,11,2,,,,1,3,8,,9,3,1,,1,1,4,,,,,1,1,,,3,3,2,1,,60,2,,1,1,9,,,,291,74,36,163,,3,19,,2,,16,,,,1,2,9,,,969
78642,1,,,2,,1,,,,1,,,,2,,,3,,1,,2,,8,8,,,,,,2,,,5,3,,,,,1,,,,,,,2,,1,,,,,,4,,,,,,1,,,,,,,,5,1,,,2,,,,,39,11,7,33,,1,2,,,1,3,,,,1,,2,,,156
78643,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,4,1,1,,,,2,,,,,,,,,,,,,13
78644,,,,,,,,,,,,,,,,,,,,1,4,,2,,,,,,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,1,,,,,1,,,,,,,,,,,18
78645,,,,1,,,,,,4,,2,,4,,1,1,,,,6,,13,2,,,,,,4,,,5,2,,,,,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,,,7,,,,,2,,,,27,12,6,15,1,,1,,1,1,1,,,,,1,,,,125
78648,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,1,,,,,,,,,,,,,1,,,12
78650,,,,,,,,,,,1,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,7
78652,1,,,1,,,,,,,,,,1,,,,1,,,,,7,1,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,1,,,,,,4,2,,2,,,2,,,,3,,,,,,1,,,36
78653,,,,,,,,,,3,,,3,3,1,1,1,,2,1,10,3,11,4,,,,3,,3,,,8,2,,,,,1,,,,,,,2,,3,3,,,,,,,,,,,,,,1,,,,,13,1,,,,1,,,,50,7,1,26,,2,1,,2,,2,,,,1,2,1,,,179
78654,,,,,,,1,,,,,,2,1,,,,,,,3,,9,1,,,,,,2,,,3,1,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,5,4,1,8,,,6,,,,,,,,,,,,,55
78655,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,8
78656,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
78657,,,,2,,,1,,,,,2,,,1,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,1,,,,1,7,2,5,,,1,,,,,,,,,,1,,,31
78659,,,,,,,,,,,,,,1,,,,,,,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,8,,1,1,,,,,,,,,,,,,,,,17
78660,1,,,2,,2,1,,,13,8,,11,16,2,2,5,,,,35,,76,20,,,,4,,11,,1,16,8,,,,,12,1,1,1,,,1,10,,9,8,2,,5,,,,,,1,,,,,,3,1,5,,57,1,,1,1,3,,,,244,48,22,106,1,,14,1,7,2,11,,,,2,1,2,,,818
78662,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3
78663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78664,1,,,2,,,,,,2,3,,3,8,,,3,,1,,11,1,24,2,,,,2,,9,,1,7,4,,,,,8,,1,,,,,1,,2,1,,,1,,2,,,,,,,,,1,,,1,,25,,,,3,1,,,,83,29,8,30,,2,8,,1,1,2,,,,2,,1,,,298
78665,3,,,3,,1,,,,7,4,1,5,11,2,1,7,,1,,19,,28,18,,,1,4,,5,,,8,9,,,,,6,,,1,,2,,2,,2,3,,,,,2,,,2,1,1,,,,2,1,,2,,34,3,,,,3,1,,,195,50,20,81,,3,8,,1,,10,1,,,,1,5,,,581
78666,1,,,,,,,,,,,,1,2,,,4,1,,,10,1,19,6,,,1,2,,4,,,5,3,,,1,,4,,1,,,,,1,,3,4,,,,,,,,,,,,,,1,2,,1,,11,,,,1,1,,,1,50,10,6,15,,1,8,,2,1,2,,,,2,1,3,,,193
78667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78669,,,,1,,1,,,,3,1,1,2,1,1,1,3,,,,4,,11,1,,,,,1,,,,6,4,,,,,1,,,,,,,2,,,,,,,,3,,,1,,1,,,,2,,,,,4,,,1,,1,,,,41,28,12,24,2,1,3,,,,,,,,,,1,,,170
78671,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
