Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
78602,,,,,,,,,,1,1,,,2,,,,2,1,,,,6,,8,,,,,,,2,,,,5,2,,,,,1,,,,,,,,,,3,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,26,8,2,20,,,5,,,,2,,,,,,,,,,102
78605,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,,,,,,,,,2,,,,,,,,,,15
78606,,,,,,,,,,,1,,,,,,,,,,,,2,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,1,,4,,,1,,,,,,,,,,1,,,,18
78607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78610,,,,4,1,1,2,,,1,,,,4,,2,,,2,,,1,7,,17,4,,,,,,8,,,1,11,10,,,,,2,,2,,,1,,,,,10,,,2,1,,,,,,1,,,,,,,,,,,1,,,,,18,1,,,,1,1,,,,,59,12,6,40,,1,3,,1,1,2,1,,,,1,1,,,,245
78611,,,,,,,,,,1,,,,,,,,,1,,,,5,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,10,5,4,4,,1,5,,,,,,,,,,,,,,40
78612,,,,,,,,,,1,,,,1,,,,,,,,,2,,2,1,,,,1,,,,,,1,2,,,,,,,,,1,,,,,,2,,2,1,2,,,,,1,,,,,,,,,,,,,,,1,,3,,,1,,,,,,,1,13,8,,6,,1,3,,,,1,,,,,,1,,,,59
78613,4,,,8,2,1,1,,,7,8,,12,18,,2,,2,22,,1,2,36,2,62,43,,,,6,,11,,,2,12,13,,,,,9,,3,,1,,,1,,,12,,2,3,10,4,,3,1,1,,,,,,1,1,,,,,1,1,,2,,71,10,,2,,9,,,,,1,366,108,56,188,,7,13,2,7,1,9,,1,1,,3,3,8,,,1199
78614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78615,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
78616,,,,,,,1,,,,1,,,4,,,,,1,,,,2,,6,4,,,,1,,2,,,,3,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,12,,,,,,,,,,,24,10,3,4,,1,,,1,,1,,,,,,,,,,87
78617,,,,,,,,,,2,1,,,,,,,,,,,,3,,5,1,,,,2,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,3,1,,,1,,,,,,,25,3,,5,,,1,,,,,,,,,,,,,,57
78618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78619,,,,1,,1,,,,,1,,1,1,,,,1,2,,1,,,,5,3,,,,,,,,,,3,2,,,,,,,,,,,,,,,2,,,,,,1,1,,1,,,,,,,,,,,,,,,,,3,,,,,2,,,,,,25,9,9,16,,,,1,,,,,,,,1,,1,,,94
78620,1,,,1,,,2,,,1,4,,1,5,,,,,5,,,1,10,2,17,7,,,,,1,,,,,5,3,,,,,5,,,,1,,,,,2,5,,,,1,,,,,4,,,,,,,1,,,,,,,,,,13,2,,1,,1,,,,,,87,38,20,48,,1,5,,1,,3,1,,,,,5,3,,,314
78621,,,,,,,,,,,,,1,2,,,,,,,,,4,,9,,,,,3,,3,,,,5,,,,,,1,,,,,,,,,,2,,,3,,,1,2,,,,,,,,,,,,,,,,,,,7,,,,1,,,,,,,11,3,,8,,,5,,1,1,1,,,,,,,,,,74
78623,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,,,,,,,,1,,,,,8
78624,,,,1,1,,,,,1,,,1,1,,1,,,,,,,2,,3,4,,,,,,2,,,,4,6,,,1,1,1,,,,,,,,,,1,,,,,,,,,1,3,,,,,1,,,,,,,2,,,,3,,,,,1,,,,,,18,13,7,9,,,1,,1,,1,,,,,,,1,,,93
78625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78626,,,,2,1,,1,,,1,,,1,2,,,,1,1,,1,,8,,12,6,,,,1,,4,,,1,9,3,,,,,,,,1,1,,,,,,8,,,1,1,,,1,,,,,,,1,,,,,,,1,1,,1,,18,5,,,,1,,,,,,82,17,6,37,,3,11,,1,,4,,,,,,1,1,,,259
78627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2
78628,,,,4,1,,,,,3,7,,8,6,,1,,1,5,1,,1,11,,15,21,,,,1,,2,1,,1,7,9,,,,,3,,2,,,1,,1,,,9,,2,2,4,,,1,,6,1,,1,,1,1,,,1,,,1,1,,,,19,2,,1,,2,1,1,,,2,149,41,16,81,,1,8,,2,,6,1,4,,,1,5,4,,,491
78629,,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,3,2,,2,,,1,,,,,,,,,,,,,,16
78631,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78633,1,,,1,,,2,,,,1,,1,4,,,,,3,,1,,9,,12,4,,,,5,,2,,,,4,6,,,1,,4,,,,1,,,1,,,4,,,1,1,,1,,,4,,,,1,1,1,1,,1,,,3,,,1,,11,4,,,,1,,3,,,,47,31,17,37,,,13,,5,,4,,,,,,3,1,,,260
78634,,,,1,,,1,,,2,4,,1,3,,1,,,1,,,1,3,1,20,11,,,,3,,6,,,1,7,6,,,,,2,,1,,,,,,,,4,,,3,5,,1,,,,,,,,,,,,,,,,,,1,,13,,,,,1,1,,,,1,68,13,6,29,,,4,1,2,1,3,,,,,,1,1,,,235
78636,,,,1,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,,,,,,,,14
78638,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,6
78639,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,3,1,3,3,,,,,,,,,,,,,,,,,20
78640,,,,,,,,,,3,1,,3,4,,,,,1,,,1,12,1,25,6,,,,1,,3,,,,12,5,,,,,1,,3,,,,,,,,6,,,1,3,,,,,,,,,,1,,1,,,,,,,,1,,15,,,,,,,,,,1,66,7,6,22,1,1,8,,1,,4,,,,,,1,,,,228
78641,2,1,,6,,2,3,,,9,12,2,1,12,,2,,1,16,,1,,28,2,50,35,,,,1,,7,1,,2,22,13,,,1,,12,,4,1,,,,1,,3,13,,3,9,5,1,1,,1,4,,,,,,2,1,1,,,,3,4,2,1,,68,4,,5,1,14,,,,,,357,91,46,239,,4,24,,6,1,17,,,,,2,5,9,,,1197
78642,1,,,1,,1,,,,3,,,,1,,,,,4,,1,,2,,8,8,,,,,,1,,,,7,4,,,,,1,,,,,,,,,,4,,1,1,1,,,,,6,,,,,,1,,,,,,,,,,,8,1,,1,2,,,,,,,49,13,9,38,,1,4,,1,1,4,,,,,1,2,2,,,194
78643,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,5,2,1,1,,,2,,,,,,,,,,,,,,17
78644,,,,,,,,,,,,,,1,,,,,,,,1,4,,2,,,,,1,,1,,,,2,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,2,,,,,1,1,,,,,,,,,,,26
78645,,,,2,,,,,,6,,2,,4,,,,2,1,,,,5,1,11,4,,,,,,4,1,,,5,2,,,,,2,,,,,,,,,,1,,,,2,,,1,,1,,,,,,1,,,,,,,,1,,,8,2,,1,,2,,,,,,35,18,6,22,1,,4,,1,,1,,,,,,,,,,160
78648,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,1,,,1,,,,,,,,,,,1,,,13
78649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78650,,,,,,,,,,,1,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,7
78652,1,,,1,1,,,,,,,,,,,,,,,1,,,,,7,1,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,1,,,,,,,,8,2,,6,,,2,,,,3,,,,,,,1,,,43
78653,,,,2,,,,,,4,,,4,3,,1,,,1,,2,1,9,3,11,4,,,,2,,3,,,,9,2,,,,,3,,2,,,,,,,,1,,,4,3,,,,,,,,,,,,,,,,,3,,,,,11,2,,,,2,,,,,,63,9,1,43,,2,2,,3,1,3,,,,,2,1,1,,,223
78654,,,,,1,,1,,,,,,2,1,,,,,,,,,3,,7,1,,,,,,1,,,,3,1,,,,,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,1,9,5,1,8,,,6,,,,,,,,,,,,,,59
78655,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,9
78656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78657,,,,1,,,1,,,,,2,,,,1,,,2,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,10,2,5,,,1,,,,,,,,,,,1,,,35
78659,,,,,,,,,,,,,,1,,,,,,,,,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,1,1,,,,,,,,,,,,,,,,,15
78660,1,,,,,2,2,,,15,10,,11,16,,2,,2,6,,,,34,,72,22,,,,5,1,11,,,1,15,13,,,,,10,,5,1,1,1,,,1,1,15,,6,11,9,1,,4,,,,,,,1,,1,,1,,,,2,1,5,,64,5,,1,2,6,,,,,,277,59,23,171,1,,14,,8,2,11,,,,,2,2,2,,,968
78661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,4
78663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78664,2,,,1,,,3,,,2,3,,4,9,,,,,3,,1,2,10,1,28,4,,,,2,,8,,,1,7,7,,,,,8,,1,,1,,,,,,1,,3,2,4,,,,,2,,,,,,1,1,,,,,2,1,,1,,35,1,,,3,2,,,,,,98,32,9,46,,2,8,,2,1,3,,,,,3,2,1,,,374
78665,3,,,5,,1,,,,6,4,1,5,11,,3,,1,8,,1,1,20,,29,23,,,,3,,6,1,,1,10,10,,,,,9,,5,,,1,,2,,,5,,,3,4,,1,,,2,1,,,,2,,,1,,,,1,1,,2,,41,5,,,,2,,2,,,,217,60,24,115,,3,10,,1,,10,1,1,,1,,1,5,,,692
78666,2,,,,,,1,,,1,1,,1,2,,1,,,4,,,,9,1,21,5,,,1,2,,2,,,,4,6,,,1,,4,,,,1,1,,,,,2,,,3,3,,1,1,,,,,,,,1,,,,,,1,2,,,,14,,,,,1,,,,,,59,11,8,22,,1,11,,3,1,2,,,,,2,1,4,,,225
78667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78669,,,,2,1,1,,,,3,1,1,3,2,,1,,1,3,,,,5,,11,1,,,,,1,,,,,6,6,,,,,1,,,,,,,,,,5,,,,,,,,,4,,1,,,1,,,1,,,,3,,,,,6,,,1,,1,,,,,,44,28,15,32,2,,4,,,,,,,,,,,1,,,199
78671,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
78673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2
78676,2,,,1,,1,2,,,1,,,1,,,,,1,1,,,1,5,,6,5,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,2,,,,,3,,,,,2,,,,,,13,16,8,13,,1,3,,3,,1,,,,,,,,,,96
78681,2,,,5,1,2,3,,,8,6,,3,11,,,,,14,1,1,,12,,48,20,,,,6,,7,,,,12,7,,,,,8,,3,1,,,,,,2,3,,1,3,1,,,1,,,,1,,1,,,,,1,,,3,1,2,2,,47,5,,1,,3,,,,,,226,54,21,110,,5,11,,2,3,4,1,,,,1,3,6,,,706
78683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
78698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78701,1,,,4,2,,1,,,2,,,1,1,,,,,5,,,,5,,2,,,,,1,,3,2,,1,,5,,,,,3,,,,,,,,,,5,,1,3,1,,,,,,,,,,,2,2,,,,,,,2,,,5,3,,7,1,10,,,,,,147,92,23,70,,,2,,1,,,,,,,,6,3,,,425
78702,3,,,4,,1,3,,,2,1,,5,12,,1,,4,6,,,3,107,,13,4,,,,2,,6,35,,2,30,4,,,7,,3,,2,,,,,,,,5,,,7,29,,2,2,,,,,,,,,1,,,,,2,1,,45,6,19,5,,1,,4,,1,,,1,169,21,10,65,,1,12,,4,1,5,,,,,3,4,7,,,693
78703,5,1,,10,3,1,4,,,7,4,,7,12,,2,,,20,,1,,11,,18,3,,,,1,1,1,1,,,2,2,,,,,3,,,,1,,,,,,6,,,1,1,,,,1,1,,,,,,3,,,,,,4,3,,1,,33,3,,7,3,13,,,,,,170,126,66,100,,3,14,,3,1,2,,,1,,2,5,16,,,710
78704,8,,,10,1,7,13,,,9,10,,15,15,,,,7,19,,1,1,30,1,48,15,,,,37,,10,1,,3,12,5,,,,,8,,3,1,,,,,,1,9,,,5,7,1,1,1,1,1,,,,,,,1,1,,,,4,,,3,,47,5,,9,1,10,,,,,2,331,108,44,146,,7,25,1,10,7,10,,,1,,10,12,14,,,1126
78705,1,,,3,,,,,,1,,,3,1,,,,,4,,,,3,,10,1,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,3,,1,,15,,,,,,,1,,,,38,7,5,12,,,4,,,,1,,,,,,3,2,,,126
78706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78711,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
78713,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4
78716,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
78717,5,,,6,,,1,,,5,4,,4,7,,,,2,9,,1,1,16,,29,18,,,,,,4,1,,,6,16,,,,,16,,4,1,1,,,2,,,2,,2,1,4,,1,,,1,,,,1,1,,,,1,,,2,4,1,1,,30,4,,,1,,,1,,,1,282,62,29,139,,2,7,,5,5,11,,1,,,1,1,6,,,769
78719,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,7
78720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,3
78721,2,,,,,,,,,,1,,2,3,,1,,,,,,,2,,4,,,,,2,,1,,,4,3,4,,,4,,,,,,,,,,,,1,,,1,3,,,,,,,,,,,,,,,,,1,,,1,,8,3,,,,,1,,,,1,31,3,5,24,,1,2,,2,2,1,1,,,,1,1,,,,127
78722,1,,,1,,2,,,,,1,,5,4,,,,1,2,,,1,3,,8,3,,,,4,,2,,,,2,1,,,,,1,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,2,,,,,5,2,,1,2,1,,,,,1,27,4,,12,,,5,,1,1,1,,,,,,2,7,,,120
78723,5,,,2,1,1,4,,,2,2,,7,10,,1,,4,5,,,,16,1,52,12,,,,3,,4,1,,4,2,7,,,1,,6,,1,1,2,,,,,,5,,1,3,6,,,2,,,,,,1,,1,,,,,,2,2,2,,,49,1,,,,1,,,,,,132,25,15,75,,,9,,13,4,10,,,,,3,6,7,,,532
78724,,,,1,,1,,,,1,3,,2,2,,,,,,,,1,5,1,7,3,,,,1,,3,,,,4,2,,,,,,,3,,,,,,,,2,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,8,2,,,,,,,,,,62,5,6,29,,1,3,,1,1,3,,,,,1,1,,,,169
78725,,,,,,,,,,1,,,,,,1,,,,,,,3,1,5,2,,,,,,2,,,,,2,,,,,1,,1,,,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,1,,,,7,,,,,,,,,,,21,4,2,15,,1,3,,1,,2,,,,,1,,,,,81
78726,1,,,1,,1,,,,3,3,,1,3,,1,,2,2,,,,4,1,9,7,,,,,1,3,1,,,4,3,,,,,2,,,1,1,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,1,,9,4,,2,1,1,,,,,,78,31,12,41,,2,2,,2,,3,,,,,1,,5,,,253
78727,1,,,1,,,1,,,4,2,,5,4,,,,1,,1,,1,11,2,26,9,,,,1,,6,,,2,4,9,,,1,,5,,1,,,,,,,1,3,,1,2,2,,,,,,,,,1,,,,,,,,1,,1,,,35,3,,,,2,,1,,,,136,28,8,58,,5,11,,5,,1,,,,,,1,4,,,408
78728,1,,,3,,,1,,,1,1,,1,4,,1,,,1,1,,1,6,1,16,4,,,,2,,5,,,,4,2,,,,,3,,1,,,,,,,,,,,2,4,,1,4,,,,,,,,,,,,,,,,,,,23,,,1,,2,,,,,,68,13,5,42,,,6,,3,1,2,,,,,2,2,2,,,243
78729,1,,,,,,,,,6,,,4,3,,1,,,3,1,1,,10,,30,3,,,,2,,1,1,,,2,4,,,,,5,,,,1,,,,,1,2,,,1,4,,,2,,,,,,,1,,,,,,,1,2,,2,,27,,,1,,,,1,,,,85,24,5,41,,1,10,,1,2,3,,,,,2,2,1,,,301
78730,1,,,4,,,3,,,2,2,,2,2,,2,,2,4,,,,2,,13,4,,,,,,1,,,,1,3,,,,,,,1,,,,,,,,1,,,2,,,,,,1,,,,,,1,,,,,,,,,1,,10,3,,4,,6,,,,,,66,62,26,49,,,,,2,2,3,,1,,,1,1,1,,,292
78731,3,,,8,1,2,3,,,7,7,,16,13,,5,,2,14,,,1,21,2,21,10,,,,2,,8,,,2,4,8,,,1,,8,,1,,1,,,1,,2,6,,,5,,,1,1,,1,1,1,,2,,,,,,,,2,4,1,,,37,12,,2,2,8,,1,,,,181,97,32,103,1,,18,,6,,8,,,,,3,13,19,,,742
78732,2,,,2,,1,1,,1,3,5,1,,7,,4,,1,14,,,,7,,20,11,,,,3,1,3,2,,1,5,8,,,,,2,,1,,,,,,,,6,,2,,1,,,,,2,,,,1,,,,,,,,2,2,,,,15,2,,3,2,8,,,,,,152,86,35,101,1,3,4,,3,3,4,,,,,,3,10,,,557
78733,,,,4,,1,1,,,3,4,1,3,4,,2,,2,10,,,,3,,15,8,,,,,,3,,,2,3,4,,,,,4,,1,,,,,,,1,4,,,1,,1,,1,,,,,,,,1,,,,,,,,,,,16,3,,,,2,,1,,,,93,83,23,50,1,,4,,2,1,1,,,,,1,1,4,,,373
78734,2,1,,5,,3,2,,,2,7,1,,3,,3,,1,7,,2,,4,,20,5,,,,1,,8,1,,1,5,6,,,,,1,1,,,,,,,,1,8,,,,,,,,1,2,,,,,,2,2,2,1,,,3,1,,1,,16,4,,4,3,7,,1,,,,125,70,21,62,,1,3,1,3,,2,,,1,,,2,5,,,447
78735,1,,,5,2,5,2,,,4,4,2,5,4,,2,,1,6,,2,,12,,12,6,,,,2,1,5,,,,3,4,,,,,10,,1,,,,,,,1,2,,3,2,1,,1,,,1,1,,,,,,,,,,,,1,,1,,8,1,,6,3,6,,1,,,,128,79,24,70,,,7,,2,1,3,,,,,4,4,5,,,467
78736,,,,1,,,,,,,,,3,4,,,,,2,,,1,4,1,8,2,,,,1,,,,,1,1,1,,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,11,1,,,,,,,,,,39,14,1,17,,1,5,,2,,,,,,,,1,1,,,129
78737,1,,,3,,1,2,,,4,5,,4,7,,,,2,12,,,1,14,,13,10,,,,,,1,,,,6,5,,,,,5,,,,,,,,,1,5,,1,1,2,,1,,,,,,,,,,,,,,,1,2,,,,14,3,,1,1,,1,,,,,117,52,24,76,,,6,,1,,2,,,,1,3,3,9,,,424
78738,6,,,16,1,3,6,,,6,7,1,4,10,,3,,2,15,,1,,10,,18,15,,,,1,,4,2,,,5,14,,,,,4,,,,,,1,,,1,8,,2,1,4,1,,,2,7,1,,,,,,,1,,,,1,1,,2,,16,8,,3,6,22,,,,,,292,166,82,188,,2,10,,3,,5,,,,,1,6,15,,,1012
