Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q5 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Azure Transit Connect,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,Bentley Bentayga Hybrid,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
78611,,,,,,,,,1,,,,1,,,,,,,,,,3,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,10,5,4,4,,1,5,,,,,,,,,,,,,,41
78612,,,,,,,,,1,,,,,,1,,,,,,,,3,,2,1,,,,1,,,,,,,1,2,,,,,,,,,1,,,,,,2,,1,1,2,,1,,,1,,,,,,,,,,,,,,1,,,3,1,,1,,,,,,,1,13,8,,9,,,3,,,1,,,,,,1,1,,,,64
78613,4,,,2,10,4,1,,8,9,,3,21,12,16,,2,,,,1,4,37,3,66,38,,,,5,,13,4,,1,2,13,14,,,,,8,,5,,1,,,1,,,14,,3,3,10,4,,3,1,1,,,,,,1,1,,,,,1,1,1,,,70,11,,2,,10,1,,,,1,391,113,67,226,1,7,12,2,8,10,2,1,1,1,,3,3,8,,,1303
78614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78615,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3
78616,,,,,,,,,1,1,,,1,,4,,1,,,,,,1,,7,4,,,,1,,3,,,,,3,,,,,,1,,1,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,1,,,2,,11,,,,,,,,,,,24,15,3,6,,1,1,,1,1,,,,,,,,,,,98
78617,1,,,,,,,,2,1,,,,,,,,,,,,,4,,5,1,,,,2,,2,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,28,2,,6,,1,1,,,,,,,,,,,,,,65
78618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78619,,,,,1,,1,,,2,,,2,1,1,,,,,,1,,,,6,3,,,,,,,,,,,3,2,,,,,,,,,,,,,,,2,,,,,,1,2,,1,,,,,,,,,,,,1,,,,,2,1,,,,3,,,,,,29,10,10,17,,,,1,,,,,,,,1,,1,,,105
78620,2,,,2,1,,,,2,4,,,4,1,5,,,,,,,1,9,2,19,8,,,,,1,,,,1,,5,6,,,,,5,,2,,1,,,,,2,7,,2,,1,,,,,4,1,,,,,,1,,,,,,,,,,10,3,,1,,1,3,,,,,89,38,20,54,,1,4,,1,3,1,1,,,,,5,3,,,337
78621,,,,,,,1,,1,,,,,1,3,,,,,,,1,5,,9,,,,,3,,3,,,,,5,,,,,,1,,,,,,,,,,2,,,3,1,,1,2,,,,,,,,,,,,,,,,,,,7,,,,1,,,,,,,12,4,,9,,,5,,1,1,,,,,,,,,,,82
78623,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,,,,,,,,1,,,,,8
78624,,,,,1,1,,,1,,,,,1,1,,1,,,,,,2,,4,4,,,,,,2,,,,,4,6,,,1,1,1,,,,,,,,,,1,,,,,,,,,,3,,,,,1,,,,,,,2,,,,3,,,,,1,,,,,,19,13,6,12,,,2,,1,1,,,,,,,,1,,,97
78625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78626,,,,,2,1,,,1,,,2,1,1,2,,,,,,1,,8,,11,5,,,,1,,4,,1,,1,10,5,,,,,,,,1,1,,,,,,9,,,1,,,,1,,,,,,,1,,,,,,,1,1,2,,,17,7,,,,2,1,,,,,90,20,6,44,,3,12,,1,4,,,,,,,1,1,,,284
78627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2
78628,,,,,5,1,,,3,7,,1,5,8,6,,1,,,1,,1,9,,15,20,,,,1,,2,1,2,,1,7,11,,,,,3,,2,,,1,,1,,,12,,4,2,3,,,1,,5,1,,1,,1,2,,,1,,,1,1,,,,19,5,,1,,2,1,1,,,2,161,43,16,114,,1,8,,2,6,,1,3,,,2,6,4,,,548
78629,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,3,2,,2,,,1,,,,,,,,,,,,,,16
78631,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78633,1,,,2,2,,,,,1,,,4,1,4,,,,,,1,,9,,11,3,,,,5,,2,,,,,4,7,,,1,,4,,,,1,,,1,,,5,,,1,1,,1,,,4,,,,1,1,1,1,,1,,,3,,1,,,9,4,,,,1,,2,,,,54,29,17,42,,,13,,5,4,1,,,,,,4,2,,,272
78634,,,,1,1,,,,2,6,,,1,1,3,,1,,,,,1,5,1,20,11,,,,3,,5,,,,1,7,7,,,,,2,,1,,,,,,,2,4,,,3,6,,2,,,,,,,,,,,,,,,,,1,,,11,1,,,,1,1,,,,1,80,14,6,41,,,5,1,2,3,1,,,,,,1,1,,,268
78636,,,,,1,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,,,,,2,,,,,,,,,,,16
78638,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,7
78639,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,3,,,,,,,,,,,3,1,3,3,,,,,,,,,,,,,,,,,20
78640,,,,,,,,,3,1,,,1,3,5,,,,,,,2,12,1,26,6,,,,1,,3,,,,,14,7,,,,,2,,6,,,,,,,,7,,,2,3,,1,,,,,,,,1,,1,,,,,,,1,,,16,2,,,,,,,,,1,74,9,7,27,1,1,7,,1,4,,1,,,,1,2,,,,263
78641,2,1,,3,8,,3,,10,10,2,1,17,1,11,,2,1,,,1,1,26,2,53,36,,,,1,,6,,1,,1,22,20,,,1,,11,,5,1,,,,1,,3,17,,5,8,7,1,1,,1,3,,,,,,3,1,1,,,,3,4,2,2,,65,5,,5,1,13,4,,,,,389,93,51,300,,4,25,,7,19,1,,,,,3,5,11,,,1324
78642,1,,,,3,,,,2,1,,,5,,1,,,,,,1,,2,,8,9,,,,,,1,,,,,7,6,,,,,1,,1,,,,,,,,5,,1,1,1,,,,,8,,,,,,1,,,,,,,,,,,10,1,,1,2,,,,,,,57,13,9,49,,1,5,,1,4,1,,,,,1,2,1,,,224
78643,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,5,2,1,1,,,2,,,,,,,,,,,,,,17
78644,,,,,,,,,,,,,,,1,,,,,,,2,3,,2,,,,,1,,1,,,,,2,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,2,,,,,1,,1,,,,,,,,,,27
78645,,,,,2,1,1,,7,,1,2,1,,3,,,,,,,,5,1,11,4,,,,,,4,,1,,,5,4,,,,,2,,,,,,,,,,1,,,,2,,,1,,1,,,,,,1,,,,,,,,,1,,8,2,,1,,2,,,,,,33,19,5,26,1,,4,,1,1,,,,,,,,,,,165
78648,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,1,,,1,,,,,,,,,,,1,,,15
78649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78650,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,6
78652,1,,,,1,1,,,,,,,,,,,,,,1,,,,,6,1,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,1,,1,,,1,,,,,10,2,1,10,,,2,,,3,,,,,,,,1,,,50
78653,,,,1,3,,,,4,,,,2,4,3,,1,,,,2,1,8,3,10,4,,,,2,,2,,,,1,10,4,,,,,3,,3,,,,,,,,1,,2,4,4,,,,,,,,,,,,,,,,,3,,,,,9,2,,,,1,,,,,,68,12,1,53,,2,4,,3,3,1,,,,,2,1,2,,,249
78654,,,,1,,1,,,,,,,,2,1,,,,,,,,3,,8,1,,,,,,1,,,,,3,1,,,,,2,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,1,1,,,,1,11,6,1,8,,,5,,,,,,,,,,,,,,65
78655,,,,,,,,,,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,9
78656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
78657,,,,1,1,,,,,,2,,2,,,,1,,,,,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,2,,,,,,2,11,2,6,,,1,,,,,,,,,,,1,,,41
78659,,,,,,,,,,,,,,,1,,,,,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,1,2,,,,,,,,,,,,,,,,,18
78660,1,,,1,1,,1,,18,9,,2,5,11,15,,2,,,,,,30,,70,22,,,,5,1,11,2,1,,1,15,18,,,,,11,,7,1,1,1,,,1,1,20,,6,11,9,1,1,3,,,,,,,1,,1,,1,,,,2,4,1,,65,6,,1,3,5,3,,,,,313,61,27,215,1,,15,,8,12,2,,,,,2,3,5,,,1073
78661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,7
78663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78664,2,,,4,1,,,,2,4,,,3,4,9,,,,,,1,2,10,1,26,4,,,,4,,8,2,,,1,8,6,,,,,6,,2,,2,,,,,,3,,3,1,4,,,,,2,,,,,,1,1,,,,,2,1,1,,,36,1,,1,3,2,,,,,,116,36,10,55,,2,8,,3,3,1,,,,,3,2,1,,,414
78665,3,,,,5,,1,,6,5,1,1,9,5,12,,4,,,,1,1,19,,29,25,,,,2,,6,2,1,,1,11,10,,,,,10,,6,,,1,,2,,,5,,1,4,4,,1,,,2,1,,,,2,,,1,,,,1,,2,1,,37,6,,,,2,,2,,,,235,63,24,139,,3,10,,1,12,,1,1,,1,1,1,7,,,750
78666,2,,,1,,,,,1,1,,,4,1,2,1,1,,,,,,7,1,21,3,,,1,2,,2,,1,,,4,8,,,1,,4,,,,1,2,,,,,2,,,3,4,,1,1,,,,,,,,1,,,,,,1,2,,,,14,1,,,,1,1,,,,,64,13,9,24,,1,11,,3,4,1,,,,,2,1,3,,,240
78667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2
78669,,,,,2,1,1,,3,1,1,1,3,3,2,,1,,,,,,5,,12,1,,,,,1,,,,,,6,7,,,,,1,,,,,,,,,1,5,,,,,,,,,4,,1,,,1,,,1,,,,4,,,,,6,,,1,,2,,,,,,48,35,16,38,2,,4,,,,,1,,,,,,1,,,223
78671,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
78673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2
78676,1,,,1,1,,1,,1,,,1,1,1,,,,,,,,1,3,,6,5,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,2,,,,,3,,,1,,2,1,,,,,15,15,7,16,,1,3,,4,1,,,,,,,,,,,99
78681,2,,,3,6,1,2,,7,5,,,14,3,11,,,,,1,1,,13,,48,20,,,,7,,7,,,,,13,8,,,,,8,,3,1,,,,,,2,5,,1,3,1,,,1,,,,1,,1,,,,,1,,,3,,1,2,,44,7,,1,,3,,1,,,,238,53,23,135,,5,12,,2,4,3,1,,,,1,3,6,,,748
78683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
78698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78701,1,,,1,5,3,,,3,,,2,5,1,1,,,,,,,,5,,,,,,,1,,3,,2,,1,,5,,,,,3,,1,,,,,,,,5,,1,2,1,,,,,,,,,,,2,2,,,,,,,,2,,7,3,,7,1,10,,,,,,156,92,26,73,,,2,,1,1,,,,,,1,6,3,,,447
78702,3,,,2,6,,,,1,1,,4,7,5,12,,1,,,,,5,99,,13,6,,,,2,,5,,40,,2,28,5,,,7,,3,,4,,,,,,,,6,,1,7,31,,2,2,,,,,,,,,1,,,,,2,1,46,,6,21,5,,1,,3,,1,,,1,177,23,10,76,,1,13,,4,5,1,1,,,,3,6,7,,,725
78703,5,1,,4,12,3,2,,7,4,,2,19,7,12,,2,,,,1,,12,,17,3,,,,1,,,,1,,,2,4,,,,,3,,,,1,,,,,,6,,,1,1,,,,1,1,,,,,,3,,,,,,3,3,1,,,28,4,,7,3,15,2,,,,,180,127,66,118,,3,14,,3,2,1,1,,1,,2,5,15,,,742
78704,8,,,13,11,1,5,,11,11,,6,19,17,15,,,,,,2,2,31,1,44,13,,,,35,,10,2,1,,3,11,6,,,,,8,,3,1,,,,,,1,9,,,5,6,1,1,1,1,1,,,,,,,1,1,,,,4,1,3,,,45,7,,8,1,10,1,,,,2,339,110,45,169,,7,25,1,10,10,7,,,1,,10,13,13,,,1160
78705,1,,,1,2,,,,1,,,,3,2,1,,,,,,,,3,,10,2,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,3,1,,,15,,,,,,,1,,,,39,6,4,14,,,4,,,1,,,,,,,3,2,,,125
78706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78711,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
78713,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4
78716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78717,5,,,2,6,,,,5,4,,2,10,4,6,,,,,,1,1,16,,29,16,,,,,,4,2,2,,,7,17,,,,,15,,4,1,2,,,2,,,2,,2,1,4,,2,,,1,,,,1,1,,,,1,,,1,4,2,1,,29,6,,,1,1,1,1,,,1,291,61,31,166,,3,9,,4,10,5,,1,,,1,2,7,,,817
78719,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,7
78720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,3
78721,2,,,,,,,,,1,,,,2,3,,1,,,,,,1,,4,,,,,2,,1,,,,4,3,4,,,4,,,,,,,,,,,,1,,,1,3,,,,,,,,,,,,,,,,,1,,1,,,9,3,,,,,2,,,,1,34,3,5,27,,1,1,,2,1,2,2,,,,1,1,,,,134
78722,1,,,1,1,,2,,,1,,1,1,5,4,,,,,,,1,3,,10,2,,,,4,,2,,,,,2,1,,,,,1,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,2,,,,,5,2,,1,2,1,1,,,,1,29,4,,13,,,5,,1,1,1,,,,,,2,8,,,126
78723,5,,,4,1,1,1,,3,2,,4,5,7,10,,1,,,,,1,16,1,51,13,,,,3,,4,1,1,,4,2,9,,,,,7,,1,1,2,,,,,,5,,1,4,9,,1,2,,,,,,1,,1,,,,,,2,2,,2,,46,3,,,,1,1,,,,,143,25,15,90,,,11,,13,10,4,1,,,,3,7,7,,,571
78724,,,,,1,,1,,,4,,,,2,1,,,,,,,1,5,1,7,3,,,,1,,3,,,,,2,3,,,,,,,3,,,,,,,,2,,,,1,,,1,,,,,,,,,,,,,,1,,1,,,8,2,,1,,,,,,,,74,4,7,33,,1,3,,1,3,2,,,,,1,2,,,,186
78725,,,,,,,,,1,,,,,,,,1,,,,,,3,1,5,3,,,,,,2,,,,,,2,,,,,,,2,,,1,,,,,1,,1,2,2,,,,,,,,,,,,,,,,,,1,,,,6,1,,,,,,,,,,22,4,2,16,,1,3,,1,2,,,,,,1,,,,,87
78726,1,,,,1,,1,,3,3,,2,2,1,2,,1,1,,,,,4,1,9,7,,,,1,1,3,,2,1,,3,4,,,,,3,1,,1,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,1,,,9,4,,2,1,1,1,,,,,85,34,14,54,,2,2,,2,3,,,,,,1,2,4,,,284
78727,1,,,1,1,,,,4,2,,1,,5,4,,,,,1,,1,11,2,25,8,,,,2,,5,,,,2,5,9,,,1,,4,,2,,,,,,,1,4,,2,2,2,,,,,,,,,1,,,,,,,,1,,,1,,34,3,,,,2,,1,,,1,155,30,8,67,,5,11,,5,1,,,,,,,1,4,,,439
78728,,,,1,3,,,,1,1,,,1,1,4,,1,,,1,,1,5,1,15,4,,,,2,,4,,,,,4,4,,,,,3,,1,,,,1,,,,,,,2,4,,1,4,,,,,,,,,,,,,,,,,,,21,,,1,,2,1,,,,,72,13,7,51,,,6,,3,2,1,,,,,2,2,2,,,256
78729,,,,,,,,,6,,,,3,5,3,,1,,,1,1,,11,,31,2,,,,2,,1,1,1,,,2,5,,,,,4,,1,,1,,,,,1,2,,2,2,3,,,1,,,,,,,1,,,,,,,1,2,2,,,24,,,2,,,,1,,,,100,25,5,48,,1,12,,1,2,2,,,,,2,2,2,,,328
78730,1,,,3,4,,,,2,2,,2,4,2,2,1,2,,,,,,2,,12,4,,,,,,1,,,,,1,5,,,,,,,1,,,,,,,,1,,,2,,,,,,1,,1,,,,1,,,,,,,,1,,,9,3,,5,,8,3,,,,,67,62,29,54,,,,,2,3,2,,1,,,1,3,2,,,312
78731,3,,,4,10,1,2,,6,6,,4,11,17,12,,5,,,,,1,20,2,23,11,,,,2,,7,,1,,2,4,10,,,1,,7,,1,,1,,,,,3,6,,2,6,1,,,1,,1,1,1,,2,,1,,,,,,1,4,,1,,32,13,,4,3,10,,1,,,,185,96,33,110,1,,18,,6,9,,,,,,2,14,20,,,762
78732,2,,,1,3,1,2,,3,5,1,,15,,7,,4,,1,,,,6,,20,11,,,,2,1,3,,2,1,1,5,12,,,,,2,1,2,,,,,,,,7,,2,,1,,,,,2,,,,1,,1,,,,,,2,2,1,,,14,2,,5,2,9,1,,,,,158,88,35,114,1,3,4,,3,4,5,2,,,,,2,9,,,594
78733,,,,1,3,,2,,4,5,1,1,11,3,4,,2,,,,,,4,,14,8,,,,,,4,,,1,2,3,4,,,,,4,,1,,,,,,,1,4,,,1,,1,,1,,,,,,,,2,,,,,,,,,,,14,3,,,,3,,1,,,,97,84,25,54,1,,4,,2,1,1,,,,,1,1,5,,,389
78734,2,1,,2,6,,2,,2,7,1,1,7,,3,,2,,,,2,,4,,18,4,,,,1,,8,,1,1,1,5,7,,,,,1,1,1,,,,,,,3,8,,,,,,,,1,2,,1,,,,2,2,2,1,,,3,1,,,,16,4,,4,4,7,1,1,,,,132,73,24,68,,1,3,1,3,2,,,,,,,2,4,,,467
78735,1,,,2,5,3,4,,4,4,2,,5,5,5,,3,,,,2,,10,,13,5,,,,2,1,5,2,,,,3,7,,,,,10,,2,,,,,,,1,2,,3,3,1,,1,,,1,1,,,,,,,,,,,,1,1,,,11,1,,6,3,4,2,1,,,1,140,78,23,77,,,5,,3,3,1,,,,,4,4,5,,,492
78736,,,,,1,,,,,,,,2,3,4,,,,,,,1,5,1,8,2,,,,1,,,,,,1,1,2,,,2,,2,,2,,,,,,,,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,11,2,,,,,1,,,,,45,15,1,21,,1,5,,2,,,,,,,,1,1,,,148
78737,1,,,2,4,,1,,5,7,,2,13,4,6,1,,,,,,1,14,,14,12,,,,,,1,,1,2,,6,12,,,,,5,,,,,,,,,1,5,,2,1,3,,1,,,,,,,,,,,,,,,1,3,,,,13,3,,1,1,,2,,,,,123,56,24,84,,,8,,2,2,,,,,1,4,3,10,,,468
78738,6,,,8,15,3,3,,6,7,1,2,17,4,10,2,3,,,,1,,10,,15,14,,,,1,,4,,2,,,5,18,,,,,5,,,,,,1,,,1,9,,2,1,4,1,,,2,8,1,,,,,2,,1,,,,1,1,2,,,16,9,,3,6,20,4,,,,,313,167,86,212,,2,10,,3,5,,3,,,,2,7,16,,,1083
78739,2,,,4,7,,1,,2,10,,2,12,4,5,,1,1,,,,1,15,,16,12,,,,2,,5,,1,,,3,11,,,,,3,,1,,,,,,,1,6,,1,1,4,,1,,,,,,,1,,,,,,,,1,,3,,,25,7,,,,3,1,,,,,201,48,26,96,,2,5,,2,3,5,1,,,,3,4,14,,,586
78740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78741,2,,,1,2,,3,,3,3,,1,2,2,7,,1,,,1,,,9,,23,4,,,,3,,4,,,,1,9,6,,,,,1,,1,,,1,,,,,6,,2,1,3,,,1,,1,,,,,,,,,,,,1,,,,,15,5,,,,1,1,2,,,1,148,21,9,61,,2,4,,2,,1,1,,,,1,1,,,,381
78744,1,,,2,3,,,,1,2,,,4,5,6,,,1,,,,2,9,1,12,1,,,,3,,6,3,1,,1,9,5,,,2,,5,,1,1,2,,,1,,,6,,,2,1,,,1,,1,1,,,,,,,,,,,1,,,,,21,7,,,1,3,,,,,,104,34,12,49,,3,6,,1,3,2,1,,,,,1,,,,351
