Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q5 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Azure Transit Connect,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Genesis GV60 EV,Honda Accord Plug In,Honda Clarity BEV,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lexus NX 450h+,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
76033,,,,,,,,,,1,,,,,1,,,,,,,,,1,,3,2,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,1,,,,,13,5,,3,,,,,,,,,,,,,1,1,,,42
76034,,,,1,5,4,4,,3,9,1,,6,4,6,,1,,,,,,,3,,11,4,,,,1,,4,2,,,,5,8,,,,,,,6,,3,,1,,,,,2,14,,,1,1,,,,1,4,,,,,1,,4,1,1,,,,1,1,1,,,9,3,,5,4,14,,,,,,,,135,94,47,93,,,2,,2,,,2,,,,,,3,,,538
76035,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,13
76036,,,,,,,,,,3,,,1,,1,,,,,,,,,2,,13,,,,,2,,2,2,,1,,5,2,,,1,,,,1,,,,,,,,,,4,,,2,,,1,1,,,,,,,,,,1,,,,,,,,1,,3,,,,1,1,,,,,,,,31,10,3,17,,,3,,,,,,,,,2,,,,,117
76039,,,,,1,,,,1,,1,,1,4,3,,,,,,,1,,3,4,10,2,,,,1,,4,,,,,8,2,,,,,,,3,,,,,,,1,,,4,,1,1,,,,,,,2,,,,,,1,,,,,,,2,,,,10,2,,,,,,,,,,,,71,20,9,34,,2,7,,1,1,1,,,,,1,,2,,,222
76040,,,,,,,,,1,1,,,,,1,,3,,,,1,,,3,,7,4,,,,,,4,,,,,2,3,,,,,,,3,,1,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,4,1,,,1,,,,1,,,,,46,4,,17,,,1,,1,2,,,,,,,,,1,,117
76041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
76043,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,2,2,1,2,,1,,,,,,,,,,,,,,,18
76044,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,7,2,,4,,,,,,,,,,,,,,2,,,27
76048,2,1,,2,1,,,,,1,,,1,,1,,,,,,,1,,2,,4,2,,,,,,2,,,2,,5,1,,,,,,,2,,,,,,,,,,5,,5,,,,,,,1,2,,,,,,,,,,,,,,,,,3,1,,1,,1,,,,,,,,18,7,1,6,,,2,,,,,,,,,1,,1,,,85
76049,2,,,2,1,,,,1,,,1,4,1,2,,1,,,,,1,,2,,4,2,,,,2,,1,,,,,5,3,,,,,,,1,,,,,1,,1,,,8,,3,1,2,,,,,1,1,1,,,,,,2,,,,,1,,,,,3,,,,,,,2,1,,,,,25,10,5,18,,,3,,1,1,,,,,,1,,1,,,129
76050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,1,1,,,1,,1,,,,,,,,,,,,15
76051,2,,,2,4,1,1,,3,4,,2,4,3,4,,,,,,1,2,7,31,,28,3,,,,3,,4,,2,,,14,11,,,,,,,1,,3,1,,1,,,,,6,,,4,,,1,,,2,2,,,,,,,1,,,,,,1,1,,,19,3,,5,2,,,2,,,,3,,146,45,22,76,1,2,4,,4,8,,,,,,2,2,2,,,508
76052,,,,,,,,,1,6,1,1,2,1,2,,1,,,,,2,,4,,14,4,,,,2,,3,,,1,,9,12,,,1,,,,1,,2,,1,,,1,,,6,,4,4,1,,,2,,1,,,,,,,1,,,,,,1,1,1,,,10,2,,,1,1,,,1,,,,,78,26,7,50,,1,2,,3,4,1,,1,,,,2,2,,,286
76053,,,,,,,1,,1,1,,,,,2,,,,,,,,1,4,,5,,,,,2,,,1,1,,,1,1,,,,,,,,,,,,,,,,,2,,1,,3,,,,,,,,,,,,,,,,,,1,,1,,,8,,,,,1,,,,,,,,23,3,2,9,,,2,,,1,,,,,,,,,,,78
76054,,,,,,,,,1,,,,1,2,3,,,,,,,,1,3,,5,1,,,,1,,2,,,,1,2,2,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,1,,,,,,,,18,7,3,13,,,,,,,,,,,,1,1,,,,85
76055,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,6
76058,,,,,,,,,,,,,,,,,,,,,,,,1,,9,,,,,1,,1,,,,,4,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,6,2,,3,,,,,,,,,,,,,,,,,31
76059,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,7
76060,,,,,,,,,1,,,,1,,,,,,,,,,2,2,,2,,,,,1,,1,,,,,1,1,,,,,,,1,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,12,9,2,10,,,2,,1,1,,,,,,,,1,,,56
76061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1
76062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76063,,,,3,2,1,4,,,3,,,3,1,4,,2,,,,,1,1,4,1,14,3,,,,3,1,4,,,1,1,10,16,,,,,,,5,,,,,,,,,1,8,1,5,,1,1,,1,,3,2,,,,,5,1,,,,,,4,,,,,13,2,,,1,7,,,1,,,,,111,36,30,62,,,5,,5,3,2,,2,,,2,,5,,,408
76064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
76065,,,,,2,,,,3,3,,1,,,1,1,2,,,,,1,,7,2,10,2,,,,,,2,,1,,,7,3,,,,,,,2,,2,,,,,,,,7,,2,2,,1,1,1,,,,,,,,,,,,,,,,,1,,,6,1,,1,,2,,,,,,,,56,19,15,30,,,8,,3,5,1,,1,,,,,2,,,217
76066,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,6
76067,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,12
76068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
76070,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4
76071,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,9
76073,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,7
76077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
76078,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,,,,,1,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,5,1,,1,,,1,,,,,,,,,,,,,,20
76082,,,,,,,,,,1,,,,,1,,1,,,,,,2,,,3,1,,,,,,,,,,,2,1,,,,,,,1,,,,,,,,,,2,,,1,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,10,2,1,,,1,1,,,,1,,,,,,,,,,37
76084,,,,,,,,,,,,,,1,,,,,,,,,,2,,2,,,,,,,,,1,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,13,5,2,4,,,1,,,1,,,,,,,,,,,41
76085,,,,,,,,,,,,1,,,,,1,,,,,,,1,,4,,,,,,,1,,,,,2,,,,,,,,,,,,1,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,7,3,,4,,,4,,1,,,,,,,,,,,,37
76086,,,,,,,,,,,,,1,,,,,,,,,1,,1,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,7,2,1,4,,,2,,,,,,,1,,,,,,,32
76087,,1,,,,,1,,,2,,,,1,2,,,,,,1,,1,2,,7,4,,,,1,,,,,,,2,4,,,,,,,4,,,,,,,,,,3,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,4,,,4,,3,,,1,,,,,29,13,6,26,,1,6,,,1,,,,,,,,2,,,135
76088,,,,,,,,,1,,,,,,,,,,,,,1,,3,,5,3,,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,12,4,,5,,,3,,,,,,,,,,1,,,,45
76089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76092,1,,,3,15,1,2,,3,10,,2,15,3,6,2,6,2,,,,1,1,8,,20,10,,,,1,1,2,,,1,,4,22,,,1,,,,4,,,,,,,,,1,14,,1,,,,1,,,2,9,,1,,1,1,2,,1,1,,,1,,1,,,12,4,,9,8,45,,4,,,,,,248,170,107,152,,4,8,,1,1,2,,,,,,3,8,,,970
76093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
76096,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
76102,,,,1,3,,2,,,5,,,1,,2,,1,,,,,,,5,,2,,,,,,,1,,,,,1,5,,,,,,,,,,,,,,,,1,19,,1,,,,,,,,,,,,,1,,,,,,,,1,,,6,2,1,,5,,10,,,3,,,,,59,28,10,29,,1,1,,,1,,,1,,,1,,2,,,212
76103,,,,,1,,,,,,,,,,1,,,,,,,,1,3,,2,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,2,,1,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,6,2,,5,,,,,,1,,,,,,,,,,,31
76104,,,,1,,,,,,3,,,,1,1,,,,,,,1,,1,,2,1,,,,,,1,1,,,,2,1,,,,,,,1,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,1,,,,,,26,4,3,10,,,2,,1,,,,,,,1,,,,,72
76105,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,7
76106,,,,,,,,,,,,,,,1,,,,,,1,,,,,3,,,,,,,,,,,,3,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,4,,,3,,,,,,,,,,,,,,25
76107,,,,2,,,,,3,5,,,7,4,2,1,3,,,,1,,1,7,,6,1,,,,1,,,,1,,,4,1,,,,,,,1,1,1,,,,,,,,3,,1,1,,,,,,1,2,,,,,1,2,,1,,,,2,1,,,,5,,,2,2,4,,,,,,,,68,38,12,40,,1,2,,,2,,,,,,,1,1,,,246
76108,,,,,1,,,,1,,,1,3,2,1,,1,,,,,,2,1,,9,4,,,,,1,,1,,,1,6,5,,,1,,,,2,,,,,,1,,,2,3,,,1,,,,,,,3,,,,,,,,,1,,,,1,2,,,6,,,1,2,3,,1,1,,,,,48,13,4,27,,2,5,,1,1,,,,,,,1,,,,173
76109,,,,,2,1,4,,1,2,,1,7,,1,1,1,1,,,,,,1,,8,4,,,,,,1,,1,,,2,2,,,,,,,3,1,,,1,,,,,2,1,,1,,,,,,,,1,,1,,,,1,,,,,,,,1,,,2,1,,3,2,1,,1,,,,1,,64,31,12,33,,1,2,,2,1,1,,,,,1,1,4,,,218
76110,1,,,,,,,,1,1,,,1,2,,,,,,,,,,1,,3,4,,,,,,1,,,,,,3,,,1,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,18,8,3,12,,,3,,1,3,,,,,,1,2,4,,,82
76111,,,,,,1,1,,,2,,,,1,,,,,,,,,,7,1,2,1,,,,,,,1,1,1,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,2,,,3,,,,,,,1,,,,,,12,4,6,5,,,,,,,1,,,,,,,,,,61
76112,,,,,,,,,,4,,,1,1,,,,,,,,,,2,,6,2,,,,1,,1,,1,,,6,4,,,,,,,,,,,,,,,,,3,,1,2,,,,,,,,,,,,,,,,,,,,1,,,,6,2,,,,,,,1,,,,,23,3,1,9,,,1,,,,,,,,,,,,,,82
76114,,,,,1,,,,,1,,,,,3,,1,,,,,,,,1,2,,,,,3,,,1,1,,,4,,,,,,,,1,,1,,,,,,,,1,,1,,2,,1,,,,,,1,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,14,8,,5,,,1,,1,2,,,,,,1,,,,,62
76115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,8
76116,1,,,,4,1,,,1,1,,,4,1,1,,1,,,,,,,6,,10,1,,,,2,,4,,,,,3,3,,1,,,,,,,1,,,,,,,,2,,,,,,1,,,1,1,,,,,1,,,,,,,,2,1,,,10,,,,,1,,,,,,,,33,14,7,20,,1,2,1,2,1,,,,,,1,1,1,,,150
76117,,,,,,,,,,1,,,,,2,,,,,,,,,1,,1,1,,,,2,,1,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,5,,,,,,,,,,,,,10,3,2,2,,,,,,,,,,,,,,,,,37
76118,,,,,,,1,,,1,,1,1,,1,,,,,,1,,,4,,8,2,,,,1,,,,,,,2,1,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,24,4,,4,,,2,,,2,,,,,,,,,,,66
76119,,,,,,,,,1,1,,,,1,,,2,,,,,,,,,3,,,,,,,1,,,,,4,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,1,,2,,,,,,,,,,1,,1,,,,,24
76120,,,,,,,,,1,,1,,,,,,2,,,,,,,1,,4,1,,,,,,,1,,,,1,2,,,,,,,1,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,1,,1,1,1,,,,,,,,31,5,1,11,,1,1,,1,,,,,,,,,,,,78
76123,1,,,,,,,,3,1,1,,5,,1,,2,,,,1,,2,5,,11,2,,,,1,,,,,2,1,1,1,,,,,,,2,,1,,1,,,,,,3,,,1,,,,,,,2,,,,,,,,,,,,,,,1,,5,,,,1,1,,,,,,,,50,11,6,20,,,3,,,4,,,,,,,,,,,153
76126,1,,,1,1,1,1,,1,1,1,,2,2,1,,,,,,,,2,3,1,3,2,,,1,,,3,2,1,2,,2,6,,1,,,,,,,,,,,,2,,2,4,,,,1,,1,,,,,1,,,,,1,1,,,,,,1,2,1,,4,1,,1,,4,,,,,,,,46,27,10,46,,1,,,1,2,,1,,,,,1,3,,,207
76127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
76129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
76131,,,,1,5,,,,3,3,,1,3,1,1,,,1,,,1,,1,6,,9,2,,,,1,,7,,,,,5,5,,,,,,,2,,,,,,,,,,9,1,3,,,,,,,1,2,,,,,1,1,2,,2,,,,,1,,,13,1,,,,1,,1,,,,,,91,14,5,49,,1,5,,1,,1,,,,,1,1,1,,,267
76132,,,,,3,,,,3,3,,,7,1,3,,,,,,,,,1,1,8,2,,,,,,,1,,,,5,4,,,,,,,1,,,,,,,,,,2,,2,,,,,1,,1,,,,,,,1,,,,1,,1,1,1,,,9,1,,1,1,3,,,1,,,1,,45,25,10,26,,,3,,2,1,1,,,,,1,1,2,,,188
76133,,,,,1,,,,,2,,1,,1,2,,1,,,,,,,7,,16,3,,,,,,3,,,,1,5,2,,,1,,,,,,2,,,,,1,,,1,1,2,2,,,1,,,,1,,,,,,,,,,,,,1,1,1,,11,,,,,,,,2,,,,,25,8,1,12,,2,6,,,2,3,,,,,,,1,,,133
76134,,,,,,,,,,,,,,,,,,,,,,,,2,,4,1,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,2,,,,,,10,5,2,2,,,,,,,,,,,,,,,,,34
76135,,,,,1,,,,2,,,,1,2,,,,,,,,,,3,1,3,2,,,,1,,,1,,,1,4,2,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,3,,,,1,1,,1,,,,,,12,7,2,10,,2,1,,,1,,,,,,1,,,,,71
76137,1,,,,,,,,2,1,,1,1,,2,,1,,,,,1,,9,,13,6,,,,1,,4,1,,,1,7,7,,,,,,,3,,,1,,,,,,,5,1,1,3,1,,,,,1,,1,,,,2,,,,,,,,,1,,,11,2,,,1,,,1,1,,,,,70,19,7,35,,,5,,3,3,,,,,,,,1,,,238
76140,,,,,,,,,1,1,1,,1,,2,,,,,,,1,,1,,3,2,,,,,,1,1,,,,4,,,,,,,,1,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,1,,,1,,,,,14,6,,4,,,1,,,,,,,,,,,,,,56
76148,,,,,,,,,,,,,,1,1,,,,,,,,1,1,,3,1,,,,1,,4,,1,,,1,2,,,,,,,,,,,,,,,,,,,,2,1,,1,,,1,,,,,,,,,,,,,,,1,,,1,1,,1,,,,,1,,,,,17,3,1,1,,2,,,,,,,,,,,,,,,51
76155,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,10,1,,1,,,,,,,,,,,,,,,,,18
76161,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,187
76164,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,9
76177,,,,,1,1,,,,3,,,1,1,1,,,,,,,,1,3,,10,1,,,,2,,1,,,,,3,5,,,,,,,1,,1,,1,,,,,,4,,2,,,,1,1,,1,,,,,,,1,2,,,,,,,,,,3,,,,1,,,,,,,,,48,11,8,21,,,1,,,,,,,,,1,,1,,,144
76179,,,,1,2,,,,6,5,,,2,1,1,,1,,,,1,1,2,7,1,13,,,,,2,,3,3,,,,8,5,,,,,,,4,,4,1,,1,,,,,9,,,1,2,,,,,,,,,,,,,,,,,,,1,1,,,13,,,1,1,2,,,1,,,,,89,30,10,36,,3,6,,2,4,,,,,,3,3,2,,,295
76180,,,,1,1,,,,,2,,,,2,1,,,,,,,,2,5,,12,2,,,,,,4,1,,,,1,,,,1,,,,1,,1,1,,,,,,,5,,3,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,2,,,,,,,,41,5,5,22,,1,4,,,,,,,,,,1,,,,130
76182,1,,,1,,,,,2,5,,,1,1,,,1,,,,1,,2,5,1,14,3,,,,,,2,1,,,,5,4,,,,,,,4,,1,,,,,,,,4,,,,2,,2,,,2,,,,,,,,,,,,,,,2,1,,8,,,,2,,,1,2,,,,,61,21,8,26,,,5,,2,4,,,,1,,,,3,,,212
76185,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76201,,,,,,,,,1,,,1,,,,,,,,,,,,,,5,1,,,,1,,1,1,,,,3,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,3,,4,,,,,,,,,,,1,,11,3,1,6,,1,4,,1,2,,,,,,,,1,,,55
76202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76205,,,,,,,,,,1,,,1,1,1,,,,,,,,,4,1,1,2,,,,,,,1,,1,,2,3,,,,,,,1,,,,,1,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,6,,,,,2,,,,,,,,12,4,2,10,,,4,,1,,,,1,,,,,1,,,68
76207,,,,,1,,,,1,1,1,1,2,1,1,,,,,,,,,2,1,7,1,,,,1,,1,,,,,3,,,,,,,,1,,,,,,,,,1,2,,1,,2,,,,,,,,,,,,,,1,,,,,,1,,,6,,,,2,1,,,,,,,,21,4,5,13,,1,1,,1,,1,,2,,,1,1,5,,,99
