Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q5 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Azure Transit Connect,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Genesis GV60 EV,Honda Accord Plug In,Honda Clarity BEV,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lexus NX 450h+,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
78413,,,,,1,,,,1,1,,1,2,1,1,,,,,,,,1,1,,2,1,,,,2,1,1,,,,,2,,,,,,,,2,,1,,,,,,,,3,,1,2,3,,,,,,,,,,,,1,,,,,,,,,,,3,1,,3,,,,,,,,,,23,8,5,10,,,2,,1,,,,,,,,,1,,,89
78414,,,,,,1,,,4,,,,5,,4,,,,,,,1,1,3,1,8,4,,,,2,,,,,1,,2,4,,,,,,,3,,2,,1,,,,,1,9,,3,1,,,,,,,,,,,,,,,,,,,,,2,,,3,,,1,,1,,3,,,,,,38,9,6,37,,,3,,,1,,,,,,,,1,,,166
78415,,,,,,,,,,,,1,,,1,,,,,,,,,2,,2,2,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,5,5,,6,,,,,1,1,1,,,,,,,,,,32
78416,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,6
78417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,4
78418,1,,,,,,,,,1,,,,,,,,,,,,1,,5,,6,4,,,,,,1,,1,1,,2,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,1,,,,,,2,,,,,,,,3,,,1,,,1,,,,,,,,,,37,10,2,13,,,2,,2,,,,,,,,1,1,,,104
78466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78501,,,,,,,1,,,2,,,,,1,,2,,,,,1,1,1,,4,2,,,,,,1,,,,,2,5,,,,,,,2,,,,,,,,,,5,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,32,7,6,23,,,7,,1,,,,,,,,,1,,,112
78503,,,,,2,,,,,2,,,1,,,,1,,,,,,,,,1,4,,,,,,,,,1,,,2,,,,,,,1,,1,,,,,,,1,1,,,,,,,,,2,,,1,,,,,,,,,,,,,,,3,,,1,,1,,,,,,,,27,7,5,10,,,,,,3,,,,,,,,,,,78
78504,1,,,,2,1,,,2,1,,1,5,3,2,,4,1,,,,1,,2,,9,5,,,,1,,,,1,,,1,1,,,1,,,,3,,3,,,,,,,,10,,1,,,,,,,3,1,,,,,,2,,,,,,,,,,,4,2,,2,1,4,,,1,,,,,72,17,11,65,,1,7,,1,1,,,,,,1,4,3,,,265
78516,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,1,,2,,1,2,,,,,,,,,,,1,,,19
78520,,,,,,,,,,2,,,5,,2,,,,,,,,,1,,3,1,,,,,,1,2,,,,2,2,,,,,,,3,,2,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,1,,,,,,,,38,2,2,17,,,1,,,1,,,,,,,1,1,,,96
78521,,,,1,,,,,,1,,,2,,,,,,,,,,1,3,,3,2,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,48,8,,11,,,2,,,,,,,,,,,2,,,94
78523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
78526,1,,,,,,1,,2,,,,,1,,,,,,,1,,,5,1,4,1,,,,,,,1,,,,,2,,,1,,,,,,1,,,,,,,,2,,,,,,,,,2,1,,,,,,,,,,,,,,,1,,2,,,1,1,,,,,,,,,80,8,3,24,,,5,,2,,,,,,,,,1,,,155
78528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78537,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,10,1,,1,,,1,,,,,,,,,,2,,,,26
78538,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,7
78539,,,,,1,,,,,1,1,,2,1,,,,,,,1,,1,3,,6,1,,,,,,2,,,2,,,4,,,,,,,1,,4,,,,,,,,4,,4,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,29,12,7,30,,,1,,2,,,,,,,,,2,,,127
78540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78541,,,,,,,,,1,,,,,1,,,,,,,,,,1,,3,1,,,,,,1,,,,,2,2,,,,,,,1,,2,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,24,1,2,11,,,1,,,,1,1,,,,,,1,,,65
78542,,,,,,,,,,,1,,1,,1,,,,,,,,,1,,4,1,,,,,,2,,,,,1,2,,,,,,,1,,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,24,7,2,10,,2,1,,,,,,,,,,,3,,,73
78543,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78550,,,,,2,,1,,,,,1,,,,,1,,,,,,,,,1,2,,,,,,1,1,,,,,2,,,,,,,,,,,,,,,,,2,,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,26,8,3,9,,,2,,,,,,,,,1,,,,,69
78552,,,,,1,,1,,1,2,,,,,4,,1,,,,,,1,,,4,3,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,,,,4,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,,,30,4,3,15,,,2,,2,,,,,,,,,,,,91
78557,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,8
78559,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,6,,1,2,,,,,,,,,,,,,,1,,,16
78560,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,7
78566,,,,,,2,,,1,,,,,,,,,,,,,,,1,1,1,1,,,,,,1,2,,2,,,1,,,,,,,,,1,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,19,3,4,3,,,1,,,,,,,,,,,,,,50
78569,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78570,,,,,1,,,,,,,,,,,,,,,,,,,1,,2,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,1,,,,,,,,,,,,,,1,,,18
78572,,,,2,3,,,,3,3,,,2,,3,2,1,,,,,,1,3,,6,4,,,,3,,2,,2,,,,3,,,,,,,,,2,,,,,,,1,4,,1,1,1,,,,,,1,1,,,,,1,1,,,,,1,,,,,6,1,,3,2,2,,1,,,,,,76,12,15,33,,1,5,,1,2,,,2,,,1,2,3,,,226
78573,,,,,1,1,,,1,2,,,,1,1,,,,,,,,,,,4,1,,,,2,,,,,,,,3,,,,,,,1,,1,,,,,,,,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,18,6,4,9,,,,,1,2,,,,,,,,,,,65
78574,,,,,2,,,1,1,,,,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,2,,1,1,,,,,,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,12,1,1,10,,,,,,,,1,,,,1,,,,,44
78575,,,,,,,,,1,2,1,,1,,,,1,,,,,,1,2,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,1,,,2,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,20,5,1,11,,,1,,1,1,,,,,,,,,,,58
78576,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,7
78577,,,,1,1,,,,5,,,,,,1,,1,,,,,,,,,4,1,,,,,,1,1,,,,2,2,,,,,,,,,3,,,,,,,,9,,2,1,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,1,,,,1,,,,,21,6,3,8,,1,1,,,1,,,,,,,,,,,81
78578,,,,,,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,12,4,2,7,,,,,,,,,,,,,1,,,,36
78580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,3
78582,,,,,,,,,1,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,4,,,3,,,,,,,,,,,,,,21
78583,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,6
78584,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,6
78586,,,,,,,,,,,,,,,,,1,,,,,,,1,1,3,,,,,,,,,,1,1,1,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,14,3,2,6,,,1,,2,,,,,,,,1,1,,,48
78588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78589,,,,,1,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,2,,,,,2,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,16,,,6,,,,,,,,,,,,,,,,,37
78592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
78593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
78594,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,2
78596,,,,,,,,,,2,,,2,,,,2,,,,,2,,1,,3,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,1,,,4,,,,,1,,,1,,,,,21,8,2,10,,1,,,1,,,,,,,,,1,,,69
78597,,,,,,,,,1,,,,1,,3,,1,,,,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,2,1,,,1,,2,,,,,,,,,,,,35
78599,,,,,,,1,,,2,,,,,,1,,,,,,,,1,1,3,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,6,,,1,,,,,,,,,,,,,,32
78602,,,,,,,,,2,1,,2,,,2,,,,,,,,1,8,,7,,,,,,,2,,,2,,4,3,,,,,,,1,,1,,,,,,,,4,,2,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,36,10,2,25,,,6,,,2,,,,,,,,,,,129
78605,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,3,,1,,,,,,2,,,,,,,,,,,20
78606,,,,,,1,,,,1,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,4,1,,3,,,1,,,,,,,,,,1,,,,20
78607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78610,,,,2,7,1,1,,1,,,,2,,4,1,2,,,,,,,6,,19,3,,,,,,8,1,,1,1,9,13,,,,,,,3,,3,,,1,,,,,11,,1,2,2,,,,,,,1,,,,,,,,,,,1,,,,,19,1,,1,,2,,2,,,,,,74,13,6,55,,1,3,,3,3,1,1,,,,1,1,,,,294
78611,,,,,,,,,1,,,,1,,,,,,,,,,,3,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,10,5,4,5,,1,5,,,,,,,,,,,,,,42
78612,,,,,,,,,1,,,,,,1,,,,,,,,,3,,3,1,,,,1,,,,,,,1,2,,,,,,,,,,,1,,,,,,2,,1,2,2,,1,,,,,,,,,,,,,,,,,,1,,,3,1,,1,1,,,,,,,1,,13,8,,9,,,3,,,1,,,,,,1,1,,,,66
78613,4,,,2,10,5,1,,9,10,,3,20,11,16,1,2,,,,,1,6,40,3,65,38,,,,5,,14,4,,1,2,14,18,,,,,,,9,,6,,1,,,1,,,16,,4,4,10,3,,3,1,1,1,,,,,,1,1,,1,,,1,1,1,,,69,12,,3,,12,,2,,,,1,,403,118,74,239,1,7,13,2,8,11,2,2,1,1,,3,3,7,,,1365
78614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78615,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3
78616,,,,,,,,,1,1,,,1,1,4,,1,,,,,,,1,,9,3,,,,1,,2,,,,,3,,,,,,,,2,,1,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,1,,,2,,10,1,,,,,,1,,,,,,34,13,2,7,,1,1,,1,1,,,,,,,,,,,109
78617,1,,,,,,,,1,1,,,,,,,,,,,,,1,5,,5,1,,,,2,,2,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,29,1,,7,,1,1,,,,,,,,,,,,,,67
78618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78619,,,,,2,,1,,,2,,,2,1,1,,,,,,,1,1,,,6,3,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,2,,,,,,1,2,,,1,,,,,,,,,,,,1,,,,,2,1,,,,3,,,,,,,,31,10,10,19,,,,1,,,,,,,,1,,1,,,111
78620,2,,,2,1,,,,2,4,,,3,1,4,,,,,,,,3,9,2,19,8,,,,,1,,,,1,,5,6,,,,,,,5,1,2,,1,,,,,2,7,,3,,1,,,,,,4,1,,,,,,1,,,,,,,,,,11,3,,1,,2,,7,,,,,,92,40,21,58,,1,4,,1,3,1,1,,,,,5,4,,,356
78621,,,,,,,1,,1,,,,1,1,3,,,,,,,,1,6,,9,,,,,3,,3,,,,,5,,,,,,,,1,,2,,,,,,,,2,,,3,1,,1,2,,,,,,,,,,,,,,,,,,,,8,,,,1,,,,,,,,,11,5,,10,,,4,,1,1,,,,,,,,,,,87
78623,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,1,,,1,,,,,,,,,1,,,,,9
78624,,,,,1,1,,,1,,,,,1,1,,1,,,,,,,2,,4,4,,,,,,2,,,,,4,6,,,1,,1,,1,,,,,,,,,,1,,,,,,,,1,,,3,,,,,1,,,,,,,2,,,,3,,,,,1,,,,,,,,19,12,6,12,,,2,,1,1,,,,,,,,1,,,97
78625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
78626,,,,,2,1,,,1,,,2,2,1,2,,,,,,,1,,6,,10,5,,,,1,,4,,2,,1,11,6,,,,,,,,,,1,1,,,,,,9,,,1,,,,1,,,,,,,,1,,,,,,,1,1,2,,,15,7,,,,2,,1,,,,,,90,21,9,56,,3,13,,,5,,,,,,,1,1,,,300
78627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2
78628,,,,,5,1,,,3,7,,1,6,8,6,1,1,1,,,1,,3,9,,14,20,,,,1,,2,1,2,1,1,6,12,,,,,,,3,,5,,,1,,1,,,14,,5,2,3,,,1,,2,5,1,,1,,1,2,,,1,,,1,1,,,,19,5,,1,,2,,2,1,,,2,,168,45,19,131,,1,9,,4,7,,,3,1,,2,7,4,,,596
78629,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,3,2,,2,,,1,,,,,,,,,,,,,,18
78631,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78633,1,,,2,2,,,,,1,,,4,1,4,1,,,,,,1,,9,,12,4,,,,5,,2,,,,,4,7,,,1,,,,4,,,,1,,,1,,,5,,,1,1,,1,,,1,3,,,,1,1,1,1,,1,,,3,,1,,,9,4,,,,1,,,3,,,,,54,29,17,44,,,12,,5,4,1,,,,,,4,2,,,277
78634,,,,1,1,,,,2,6,,,1,1,3,,1,,,,,,1,4,1,20,12,,,,3,,5,,1,1,1,6,8,,,,,,,2,,1,,,,,,,2,5,,,3,5,,2,,,,,,,,,,,,,,,,,,1,,,12,1,,,,1,,1,,,,1,,83,15,6,46,,,6,1,2,3,1,,,,,,1,1,,,281
78636,,,,,1,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,,,,,2,,,,,,,,,,,16
78638,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,7
78639,,,,,,,,,,,,,1,,,,,,,,,,,1,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,23
78640,,,,,,,1,,3,1,,,1,3,4,,,,,,,1,2,12,1,26,6,,,,1,,3,,,,,14,7,,,,,,,2,,7,,,,,,,,8,,,3,2,,1,,,1,,,,,,1,,1,,,,,,,1,,,14,2,,,,,,,,,,1,,77,9,8,31,1,1,7,,1,4,,1,,,,1,1,,,,272
78641,2,1,,3,8,,4,,9,10,2,1,18,1,11,,3,1,,,,,2,27,2,55,38,,,,1,,6,,1,3,1,22,26,,,1,,,,12,,5,1,1,,,2,,3,21,,8,9,7,,1,,1,,3,,,,,,4,1,1,,,,3,4,2,2,,66,5,,5,1,13,,5,,,,,,402,96,58,333,,4,26,,7,22,1,,,,,3,6,11,,,1414
78642,1,,,,2,,,,2,1,,,5,,1,,,,,,,1,,2,,8,9,,,,,,1,,,,,7,7,,,,,,,1,,2,,,,,,,,5,,2,1,1,,1,,,1,8,,,,,,1,,,,,,,,,,,10,2,,1,2,,,,,,,,,60,14,9,52,,1,5,,1,4,1,,,,,1,2,1,,,236
78643,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,5,2,1,2,,,2,,,,,,,,,,,,,,18
78644,,,,,,,,,,,,,,,1,,,,,,,,2,3,,2,,,,,1,,1,,,,,2,1,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,3,,,,,1,,1,,,,,,,,,,29
78645,,,,,2,1,1,,7,,1,1,,,3,,,,,,,,,5,1,11,4,,,,,,4,,1,,,5,4,,,,,,,2,,,,,,,,,,2,,,,2,,,1,,,1,,,,,,1,,,,,,,,,1,,8,2,,1,,1,,1,,,,,,36,22,5,28,1,,4,,1,1,,,,,,,1,1,,,174
78648,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,1,,,1,,,,,,,,,,,1,,,15
78649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
