Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i4,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Wheego Life,Workhorse E-GEN Van,Grand Total
76210,1,,,4,,,,,,1,3,,,3,,2,,1,1,,,,10,1,11,9,,,,3,,7,1,,,2,15,6,,,,,1,,2,,,,,,,,4,,2,,2,,,,,1,,,,1,,,1,,,,,,,1,1,,11,3,,,,1,,2,,,,65,29,7,32,,1,5,,2,,1,,1,1,,2,,1,,,261
76225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
76226,,,,6,,3,4,,,2,,1,2,1,,1,1,,9,1,,1,5,,10,15,,,,2,,2,1,,,,6,6,,,,,5,1,7,,1,1,,,,,16,,3,3,2,2,2,,,2,1,,,1,,,,1,1,,,,,,1,,12,2,,1,2,5,2,1,,,,155,52,20,116,,1,6,1,1,1,7,,1,,,3,2,8,,,528
76227,,1,,4,,1,,,,3,8,,2,1,,,,,4,,2,2,5,,23,5,,,,2,,1,,,,,14,10,,,,,1,1,1,,,1,,,,,7,,3,2,,,3,,,,,,,,,,1,,,,,,,,1,,15,2,,,,1,1,,,,,119,30,9,79,,1,6,1,1,1,8,,,,,2,1,3,,,389
76230,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,6
76233,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6
76234,,,,,,1,1,,,,,,,,,,,,1,,,,3,,2,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,1,,,,3,6,2,4,,,1,,,,,,,,,,,,,,36
76238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3
76240,,,,,,,,,,1,1,,,1,,,,,1,,,,1,,8,2,,,,1,,,,,,,3,1,,,,,1,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,8,5,3,1,,,1,1,,,,,,,,2,,1,,,51
76244,,,,3,,,3,,,4,2,,3,8,1,1,,,2,,1,,15,,20,12,,,,7,,6,,2,,1,15,5,,,,,6,,1,,,,,,,2,10,,1,4,,,1,1,,1,,,,1,,,,,,,,1,,,2,,14,1,,3,,3,,2,,,,138,36,15,55,,1,9,,,2,5,1,,1,,,4,1,,,433
76245,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6
76247,,,,2,,1,,,,,1,,2,1,,,,,,,,1,6,,9,5,,,,,,1,,,,,14,3,,,,,2,,1,,,,,,,,2,,2,,,,,,,1,,,,,,,,,1,,,,1,,1,,9,,,2,,,,,,,,42,18,6,30,,,4,,2,,1,,,1,,,,1,,,173
76248,,,,7,,1,6,,,5,2,2,2,1,,1,,,6,,1,2,3,,15,4,,,,2,,1,,1,,,4,12,,,,,4,,,,,,,,,1,7,,1,1,2,,,2,,2,,1,,,,1,1,,,,,,1,,,,10,1,,6,2,5,,1,,,,129,57,25,82,,2,2,,1,,4,,,1,,,4,2,,,436
76249,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,3,1,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,7,4,1,,,,,,,,,,,,,,,,,27
76250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,2
76251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76255,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,6
76258,,,,,1,,,,,,,,1,,,,,,,,,,4,,2,1,,,,1,,,,,,,1,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,5,9,1,2,,,1,,,,,,,,,,,,,,34
76259,,,,,,,,,,,,,,1,,,,,1,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,5,3,2,3,,,,,,,,,,,,,1,,,,23
76262,1,,,10,1,2,3,,,,4,,1,8,,6,,,3,,1,,13,,15,7,,,,3,1,3,1,,,,5,13,,,1,,5,1,,,,,,,,2,9,1,1,4,,,3,,2,2,,,,,,58,9,1,,,,1,,,3,,17,2,,9,3,21,,8,1,,,178,84,50,91,,1,3,,2,,1,1,1,,,2,3,6,,,688
76264,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4
76265,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4
76266,,,,,,,,,,,,,,,,,,,,,,,2,,8,,,,,,,,1,,,,5,3,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,13,5,6,4,,,4,,,,1,,,,,,,,,,61
76271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,,,,,,,,,,,,,,,,,5
76272,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,1,,1,,,,,,,,,,,,,,,,,12
76273,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,,,,,,,,,,,,,,1,,,13
76277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76301,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,12
76302,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,3,,,,,,,,,,,,,,,,,16
76305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,8
76306,1,,,,,,,,,,2,,,,,,,,,,1,,,,1,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,18
76308,,,,,,,,,,1,2,,1,,,,,1,2,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,2,,,,1,,,,,,,8,7,2,2,,,,,1,,,,,,,,,,,,36
76309,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,5,3,4,2,,,1,,,,,,,,,,,,,,23
76310,,,,,,,,,,,,1,,,,2,,,4,,,,1,,2,3,,,,1,,1,,,,,2,3,,,,,1,,1,,,,,,,,1,,1,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,13,4,1,5,,1,,,,,,,,,,,,1,,,52
76311,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,1,,1,,,,,,,,,,6
76351,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76354,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,1,2,,,,,1,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,1,,,,,,,,,,,,,,,16
76357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
76364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
76365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2
76366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,3
76367,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,10
76371,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3
76374,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,5
76379,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
76380,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
76384,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,6
76401,,,,,,,,,,,,,,,,,,,,,1,,4,,4,2,,,,,,,,,,,4,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,7,2,,2,,,3,,,,,,,,,,,,,,34
76424,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
76426,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,1,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,5,3,1,,,,2,,,,,,,,,,,,,,23
76430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,3
76431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
76433,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,5
76435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
76437,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5
76442,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,7
76444,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76446,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,7
76448,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
76449,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3
76450,1,,,,,,1,,,,,,,,,,,,1,,,,,,2,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,,1,,,,,,,,,,,,,,15
76453,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,4
76454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
76457,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,6
76458,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4
76462,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,5
76470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
76472,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,8
76475,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76476,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,5
76484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
76487,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,1,,,,,,,,,,,,,,,,,15
76501,,,,,,,,,,,,,,,,,,,,,,,2,,8,1,,,,2,,1,,,,,4,1,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,9,4,1,5,,2,2,,,,,,,,,,,,,,46
76502,,,,,,,,,,,3,,,,,1,,,3,,,,3,1,16,3,,,,1,,1,,,,,4,7,,,,,3,,1,,,,,2,,,1,,1,1,1,,,,,,1,,,,,,2,,,,,,,,,,5,,,1,,,,2,,,,57,14,6,22,,1,4,,,,2,,1,,,1,4,2,,,178
76503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1
76504,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,1,,,,,,2,,,,,2,1,,,,,,,,,,,,1,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,1,1,,2,2,,,,,,,,,1,,,,,27
76511,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
76513,,,,2,,,,,,3,2,,1,,,1,,,2,,1,1,4,,6,9,,,,,,1,,,,,4,4,,,2,,4,,,,,,,,,,3,,,,,1,1,,,3,,,,,,,1,,,,,,,,1,,4,,,,1,1,,,,,,28,14,1,18,,1,9,,1,,1,1,,,,1,,5,,,143
76518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,2
76519,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76520,,,,,,,,,,1,,,,,,,,,,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,1,,,,,,,,,,9
76522,,,,,,,,,,2,1,,,1,,,,,1,,1,,2,,13,1,,,,,,2,,,,,8,,,,3,,1,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,20,6,,8,,1,2,,1,,2,,1,,,,,1,,,86
76523,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76524,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3
76527,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,7
76528,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,7,1,2,,,,,,,,,,,,,,,,,,18
76529,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,5
76531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,1,,,,,,,,,,,,,,7
76534,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
76537,,,,,,,,,,1,,,,1,,,,,,,,,4,,7,3,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,2,,,1,1,,,,3,,,,,,1,,,,49
76538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76539,,,,,,,,,,,1,,,,,,,,1,,,,1,,,1,,,,,,1,,,,,1,1,,,1,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,1,,3,,,1,,,,,,,,,,,,,,19
76541,,,,,,,,,,,1,,,,,,,,1,,,,3,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,1,,2,,,,,,,,1,,,,,,,,,17
76542,,,,,,,,,,2,3,,1,3,,1,,,3,1,,,5,1,12,9,,,,1,,1,,,,,3,2,,,,,,,,,,,,,1,,5,,3,2,1,,1,,,,,,,,1,,,,1,,,,,,,,6,2,,1,,,,,,,,41,7,5,9,,,1,,2,1,1,,,,,,1,,,,140
76543,,,,,,,,,,,,1,,1,,,,,,,,,,1,7,1,,,,1,,3,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,10,5,,3,,,3,,1,,,,,,,,,1,,,42
76544,,,,,,,,,,1,,,1,,,,,,1,,,,1,1,6,5,,,,,,,,,,,5,,,,,,1,,1,,,,,,,,1,,,,2,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,9,1,,6,,,,,1,,,,,,,,,,,,46
76547,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76548,,,,,,,,,,,4,1,1,4,,1,,,1,,,,4,,8,8,,,,3,,,1,,,,4,4,,,,,,,,,,,,,,,4,,1,1,,,,,,,,,,,,,1,,,,,1,,,,,4,1,,,,,,1,,,,19,4,1,24,,1,2,,1,,1,,1,,,,,1,,,113
