Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga Hybrid,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW iX,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
76118,,,,,,,,,,,1,,,1,,,1,2,1,,,1,,8,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,23,4,,3,,,2,,,,1,,,,,,,,,58
76119,,,,,,,,,,1,1,,1,,2,,,,,,,,,3,,,,,,,1,,,,4,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,2,,,,,,,,,,1,,1,,,,23
76120,,,,,,,,,,1,,1,,,3,,,,,,,1,,4,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,4,1,,1,1,,,,,,,23,5,1,8,,1,,,1,,,,,,,,,,,63
76123,1,,,,,,,,,3,,1,,1,1,,,3,1,,,5,,11,2,,,,1,,,,,1,2,1,,,,,2,,1,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,1,,,5,,,,1,1,,,,,,47,11,6,16,,,2,,,,2,,,,,,,,,132
76126,1,,,1,,,,,,1,2,1,1,1,,,2,2,,,,2,,3,1,,,1,,,3,,,,3,3,,1,,,,,,,,,,2,,2,2,,,,,,1,,,,1,,,,,,1,,,,,,1,1,2,,3,,,,1,6,,,,,,44,25,11,34,,,,,1,,2,,,,,,1,2,,172
76127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,2
76129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
76131,,,,4,,,,,,3,4,,1,1,,,1,3,1,,,7,,9,2,,,,2,,5,,,,4,3,,,,,2,,,,,,,,,,5,1,2,1,,,,,,1,,,,,1,1,2,,2,,,,,,1,,13,1,,1,,1,,,,,,81,13,3,38,,1,5,,,1,,,,,,,1,1,,229
76132,,,,1,,,,,,3,1,,1,2,,,,7,,,,1,1,7,2,,,,,,,,,,5,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,1,,,1,,8,1,,1,1,1,,,,,1,41,23,11,21,,,3,,2,1,1,,,,,1,1,1,,158
76133,,,,,,,,,,,,,1,2,1,,1,,,,,8,,18,3,,,,,,3,,,1,6,2,,,1,,,,2,,,,,1,,,1,1,,3,,,1,1,,1,,,,,,,,,,,,,1,1,,,10,,,,,,,2,,,,22,8,,9,,2,4,,,1,,,,,,,,,,118
76134,,,,,,,,,,,,,,,,,,,,,,2,,5,2,,,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,7,4,2,1,,,,,,,,,,,,,,,,30
76135,,,,1,,,,,,1,,,1,,,,,1,,,,3,1,3,1,,,,1,,,,,1,4,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,,13,4,2,7,,2,1,,,,,,,,,1,,,,55
76137,1,,,1,,,,,,2,1,,,2,1,,1,1,,1,,6,,13,5,,,,2,,3,,,1,6,3,,,,,4,,,1,,,,,,,4,1,,3,1,,,,,,,,,,1,,,,,,,,,,2,,11,1,,,1,,,1,,,,57,15,8,26,,,5,,2,,3,,,,,,,1,,198
76140,,,,,,,,,,1,1,1,1,2,,,,1,,1,,1,,3,1,,,,,,1,,,,4,,,,,,1,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,1,,,,12,6,,3,,,1,,,,,,,,,,,,,51
76148,,,,,,,,,,,,,1,1,,,,,,,1,2,,3,1,,,,1,,4,1,,,1,2,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,1,,,,1,,,,12,4,1,,,2,,,,,,,,,,,,,,45
76151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
76155,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,6,1,,1,,,,,,,,,,,,,,,,14
76161,,,,,,,,,,,,,,,,,,,,,,1,,,17,,,,2,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,103
76164,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,10
76177,,,,2,,,,,,,2,,1,1,,,,1,,,,4,,10,1,,,,2,,1,,,1,3,2,,,,,1,,1,,1,,,,,,2,,2,,,,,1,,,,,,,,,2,,,,,,,,,,1,,,,1,,,1,,,,41,13,5,12,,,1,,,,,,,,,1,,1,,118
76179,,,,,,,,,,4,4,,1,1,,,,2,1,1,,8,1,13,,,,,3,,4,,,,8,3,,,,,4,,1,,,1,,,,,8,,,2,2,,,,,,,,,,,,,,,,,,1,,1,,12,,,,1,2,,,,,,73,28,9,27,,3,5,,2,,5,,,,,3,3,3,,250
76180,1,,,1,,,1,,,,1,,2,,,,,,,,1,4,,12,1,,,,,,4,,,2,1,,,,1,,1,,1,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,2,,,,,,42,3,3,17,,2,4,,,,,,,,,,,,,114
76182,1,,,,,,1,,,1,4,,1,,2,,1,1,1,,,5,1,12,3,,,,,,2,,,,4,2,,,,,3,,1,,,,,,,,3,,,,2,,2,,1,,,,,,,,,,,,,,,1,2,,6,,,1,2,,,1,,,,52,19,5,17,,,4,,,,3,,,2,,,1,3,,173
76185,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2
76187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76201,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,1,,1,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,5,,,,,,,,,,,9,3,1,4,,2,3,,1,,1,,,,,,,,,45
76205,,,,,,,,,,,,,1,1,,,,1,,,,4,,1,2,,,,,,,,,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,8,,,,,1,,,,,,10,3,1,8,,,2,,,,,,,,,1,,,,50
76207,,,,1,,,,,,1,2,,1,2,,,1,2,,,,3,,6,2,,,,1,,1,,,,3,,,,,,1,,,,,,,,,1,1,,,,2,,,,,,,,,,,,,1,,,,,1,,1,,6,,,,2,,,,,,,14,4,5,11,,1,1,,1,1,,,2,,,1,1,4,,88
76208,,,,1,,,,,,,3,,,,,,,,,,,2,,5,1,,,,,,,,,,5,6,,,,,4,,,,,,,1,,,5,,,,,,2,,,2,,,,,,,,,,,,,,,1,,6,,,,1,,,,,,,34,9,1,10,,,2,,4,,,,,,,1,,1,,107
76209,1,,,,,,,,,1,,,2,1,,,,2,,,,5,1,8,,,,,,,,,,,4,1,,,,,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,13,,,,,,,1,,,,17,4,,6,,,,,,1,,,,,,,,,,72
76210,1,,,4,,,,,,1,3,,,3,2,,,1,,,,10,,11,9,,,,3,,7,1,,2,15,5,,,,,1,,,,,,,,,,2,,1,,2,,,,,1,,,,1,,,1,,,,,,,1,1,,11,1,,,,1,,2,,,,61,26,7,28,,1,5,,2,,1,,1,1,,2,,1,,240
76225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76226,,,,5,,2,2,,,2,,1,2,1,2,,,11,1,,1,5,,10,15,,,,2,,2,1,,,6,4,,,,,5,,3,,1,1,,,,,14,,2,2,1,2,2,,,2,1,,,1,,,,1,1,,,,,,1,,12,2,,1,2,5,1,1,,,,147,49,20,99,,1,5,1,1,1,6,,1,,,3,2,8,,483
76227,,1,,4,,1,,,,3,7,,2,1,,,,4,,2,,5,,22,5,,,,3,,1,,,,13,6,,,,,2,1,,,,1,,,,,6,,1,1,,,3,,,,,,,,,,1,,,,,,,,1,,16,2,,,,,1,,,,,110,30,10,65,,1,5,1,1,1,7,,,,,2,,3,,352
76230,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,6
76233,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
76234,,,,,,1,1,,,,,,,,,,,1,,,,3,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,2,,1,,,,3,5,2,4,,,1,,,,,,,,,,,1,,34
76238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76240,,,,,,,,,,1,1,,,1,,,,1,,,,1,,8,2,,,,1,,,,,,3,1,,,,,1,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,8,4,2,1,,,1,,,,,,,,,2,,1,,46
76244,,,,2,,1,3,,,3,2,,2,7,1,,,1,,1,,17,,21,12,,,,8,,7,,,1,14,5,,,,,5,,1,,,,,,,2,9,,,4,1,,1,1,,1,,,,1,,,,,,,,1,,,2,,14,,,2,,3,,2,,,,132,33,15,45,,1,8,,,2,4,1,,1,,,3,,,403
76245,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,7
76247,,,,,,1,,,,,,,2,1,,,,,,,,5,,8,4,,,,,,1,,,,14,3,,,,,2,,1,,,,,,,,2,,,,,,,,,1,,,,,,,,,1,,,,,,1,,8,,,2,,,,,,,,35,16,6,28,,,4,,2,,,,,1,,,,1,,150
76248,,,,7,,1,3,,,4,2,2,2,1,1,,1,6,,1,1,4,,15,4,,,,2,,1,,,,4,8,,,,,4,,,,,,,,,1,6,,1,1,2,,,2,,2,,,,,,1,,,,,,,1,,,,11,,,6,2,4,,1,,,,121,55,25,71,,2,3,,1,,4,,,1,,,3,2,,403
76249,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,4,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,7,4,1,,,,,,,,,,,,,,,,27
76250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,2
76251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76255,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,6
76258,,,,,1,,,,,,,,,,,,,,,,,4,,1,1,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,4,9,1,2,,,1,,,,,,,,,,,,,30
76259,,,,,,,,,,,,,,1,,,,1,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,5,1,1,2,,,,,,,,,,,,,1,,,18
76262,1,,,10,1,1,1,,,,4,,1,8,5,,,5,,1,,11,,15,7,,,,3,,3,1,,,4,11,,,1,,4,1,,,,,,,,2,8,1,,3,,,1,,3,1,,,,,,44,10,1,,,,1,1,,4,,18,1,,8,3,18,,9,1,,,175,79,48,82,,1,3,,2,,1,,1,,,2,2,5,,638
76264,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4
76265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3
76266,,,,,,,,,,,,,,,,,,,,,,2,,7,1,,,,,,,1,,,5,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,12,4,6,2,,,4,,,,1,,,,,,,,,55
76271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,,,,,,,,,,,,,,,,5
76272,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,1,,1,,,,,,,,,,,,,,,,11
76273,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,,,,,,,,,,,,1,,8
76277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76301,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,9
76302,,,,,,,,,,,,,,,1,,,,,,,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,3,,,,,,,,,,,,,,,,17
76305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,5
76306,1,,,,,,,,,,2,,,,,,,,,1,,,,1,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,17
76308,,,,,,,,,,,2,,1,,,,1,2,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,2,,,,1,,,,,,,8,8,1,2,,,,,1,,,,,,,,,,,35
76309,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,5,3,4,2,,,1,,,,,,,,,,,,,21
76310,,,,,,,,,,,,,,,2,,,4,,,,1,,3,3,,,,1,,1,,,,2,3,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,13,4,1,4,,1,,,,,,,,,,,,1,,48
76311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,1,,,,,,,,,4
76354,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,1,2,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,2,,,,,,,,,,,,,,16
76357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
76364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
76365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2
76366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,2
76367,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,11
76371,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3
76374,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3
76379,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76380,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
76384,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,6
76401,,,,,,,,,,,,,,,,,,,,1,,4,,4,1,,,,,,,,,,4,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,6,2,,2,,,2,,,,,,,,,,,,,31
76424,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
76426,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,1,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,4,2,1,,,,2,,,,,,,,,,,,,22
76430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,3
76431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1
76433,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,5
76435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
76437,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5
76442,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,6
76444,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
76446,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,7
76448,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
76449,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3
76450,1,,,,,,,,,,,,,,,,,1,,,,,,2,1,,,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,1,,,,,,,,,,,,,13
76453,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,4
76454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2
76457,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,5
76458,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
76462,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,4
76470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
76472,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,7
76475,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
